iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q2_pop,V2_pop,Q3_pop,V3_pop,omega_Cl,omega_V1,omega_Q2,omega_V2,omega_Q3,omega_V3,a
62,467.121,1,5.04105,26.7798,3.05396,52.2056,2.66153,7.04847,0.262043,0.2345,0.649451,1.32907,0.133827,0.796865,0.120168
63,456.862,1,5.00422,28.0354,2.75109,60.2182,2.64995,6.22353,0.263159,0.248809,0.58473,1.19891,0.119698,0.772854,0.120109
64,461.261,1,5.07388,27.3334,2.8882,53.2629,2.59394,6.24788,0.260647,0.246208,0.621181,1.17366,0.140507,0.761517,0.11865
65,466.247,1,5.16542,27.3304,3.31926,53.0017,2.5858,5.69934,0.252874,0.246775,0.667573,1.10911,0.1365,0.873769,0.120078
66,467.951,1,5.10408,26.963,3.17636,53.7179,2.54519,5.96705,0.246575,0.232469,0.601333,1.07411,0.142034,1.03623,0.121347
67,477.142,1,5.01655,27.4239,2.9419,49.2876,2.57837,8.0409,0.259621,0.239789,0.581508,1.24569,0.139608,0.992927,0.124773
68,471.44,1,5.02115,27.6976,2.76746,49.8913,2.58965,9.9825,0.263759,0.254987,0.573851,1.18183,0.124869,1.09507,0.122202
69,462.952,1,5.00304,28.101,2.71329,51.8909,2.57026,8.47011,0.248625,0.265642,0.565282,1.12573,0.111686,1.05515,0.121707
70,459.278,1,4.96971,28.4174,2.6827,53.8497,2.56566,8.34589,0.245904,0.245883,0.60174,1.16799,0.103389,1.08845,0.118217
71,448.084,1,4.99622,28.4134,2.5393,52.7766,2.55507,8.14261,0.248084,0.247028,0.569046,1.06739,0.0924738,1.09404,0.115953
72,447.164,1,4.94093,27.9022,2.70032,54.891,2.5577,7.06854,0.252861,0.241494,0.541874,1.04716,0.0916634,1.08258,0.116458
73,454.548,1,4.95991,27.881,2.64822,50.9512,2.5839,8.52689,0.255261,0.245125,0.630031,1.02718,0.0849362,1.15861,0.118449
74,455.815,1,4.94458,28.2248,2.65728,48.3517,2.58902,9.80376,0.260845,0.248788,0.679452,1.16369,0.0759692,1.2097,0.117014
75,453.617,1,5.0715,27.7574,2.57775,39.8865,2.57762,8.69286,0.259642,0.238479,0.63586,1.34435,0.067949,1.08562,0.11847
76,450.114,1,5.05808,27.2076,2.43463,41.0169,2.57927,8.38795,0.247395,0.246646,0.568731,1.30834,0.0680671,1.02966,0.12116
77,450.28,1,5.0532,27.405,2.70616,45.9242,2.58087,7.20595,0.24664,0.264226,0.626871,1.24543,0.0691617,0.92096,0.121051
78,454.087,1,5.05015,28.1153,2.76711,46.5771,2.56625,7.97761,0.240623,0.236331,0.704525,1.31941,0.0703056,0.915109,0.121257
79,456.254,1,5.06232,26.793,2.84564,42.9401,2.57048,6.41441,0.233378,0.21683,0.710589,1.28558,0.0795388,0.841574,0.123997
80,449.374,1,5.03065,27.1107,2.9477,46.886,2.58881,6.00839,0.238548,0.231696,0.696198,1.31762,0.0772384,0.819457,0.118999
81,448.464,1,4.99164,26.1905,2.73935,59.0435,2.60407,5.58339,0.236842,0.213171,0.772089,1.37778,0.0690841,0.732944,0.121637
82,448.185,1,4.95343,26.1733,2.99572,61.84,2.5855,5.38238,0.241636,0.199769,0.803407,1.43908,0.0638251,0.67705,0.123295
83,446.976,1,4.89247,26.2783,3.49744,61.9699,2.59937,5.66843,0.247878,0.202953,0.798317,1.32889,0.0595674,0.65618,0.12514
84,446.488,1,4.89256,26.6335,3.32702,63.2978,2.60669,5.47681,0.266272,0.201128,0.770669,1.30143,0.0628275,0.742944,0.12152
85,438.93,1,4.99408,27.6292,3.0373,59.0739,2.64633,5.3413,0.25847,0.205571,0.741646,1.36002,0.0586916,0.664509,0.120067
86,442.167,1,4.94261,28.1263,3.06952,62.3961,2.66,5.33042,0.251177,0.216489,0.757189,1.239,0.05455,0.741806,0.122231
87,443.269,1,4.91673,27.0427,3.0401,61.3864,2.66239,5.17781,0.256978,0.224328,0.754373,1.35675,0.0575907,0.775328,0.118639
88,438.604,1,4.95776,27.6729,3.40115,67.9577,2.66432,5.55106,0.26325,0.220662,0.732898,1.3956,0.0540981,0.737475,0.117589
89,428.922,1,4.95475,26.6634,3.62316,63.1742,2.63235,5.53934,0.248364,0.227606,0.68517,1.30572,0.0551655,0.706683,0.114851
90,437.692,1,4.86552,26.1162,3.91192,73.2613,2.60619,4.81235,0.268509,0.22955,0.692415,1.27958,0.054004,0.730327,0.118678
91,436.975,1,4.85183,26.1569,3.92499,69.2325,2.59608,4.70301,0.269068,0.217753,0.701225,1.21122,0.0582278,0.745888,0.118176
92,427.98,1,4.98949,26.3783,3.94921,63.8978,2.58868,4.65409,0.262691,0.228919,0.67927,1.34889,0.0520805,0.70631,0.114832
93,428.93,1,5.09938,25.944,4.30567,54.0771,2.61057,5.03518,0.256342,0.218064,0.729173,1.23325,0.0524184,0.784242,0.114071
94,416.388,1,5.01359,25.7455,4.30603,57.2411,2.62128,5.22123,0.260314,0.212236,0.707443,1.20801,0.0505312,0.701448,0.112508
95,426.18,1,4.88459,25.4912,4.15693,68.236,2.62021,5.00022,0.247283,0.240825,0.681302,1.36879,0.0519135,0.627394,0.116611
96,427.746,1,4.88429,25.4326,3.79129,71.2905,2.64513,4.73121,0.244423,0.243622,0.650996,1.47293,0.0511073,0.575629,0.116847
97,424.297,1,4.95984,26.2693,3.79944,61.1664,2.6692,4.92061,0.232945,0.259568,0.614635,1.6797,0.0508926,0.563039,0.11372
98,426.608,1,4.8294,26.418,3.90923,67.6296,2.66141,5.41167,0.241132,0.23603,0.658105,1.66914,0.0525339,0.618194,0.11299
99,424.269,1,4.90615,26.1238,3.859,54.8563,2.69957,5.72274,0.226131,0.229924,0.588627,1.61349,0.0547355,0.720116,0.113034
100,422.805,1,4.95104,25.8748,3.78904,52.5036,2.67345,5.44571,0.218809,0.233843,0.596228,1.66765,0.0555837,0.681605,0.111617
101,427.814,1,4.94055,26.307,3.98595,54.3958,2.67524,5.6643,0.22913,0.231135,0.623306,1.65246,0.0522969,0.676983,0.114534
102,427.986,1,4.92897,26.6543,3.82006,52.9225,2.67606,5.3505,0.237444,0.242768,0.602938,1.78701,0.049192,0.605512,0.117309
103,438.694,1,4.99005,27.3912,3.67014,42.5501,2.7127,5.35811,0.247037,0.244588,0.703552,1.91635,0.0449727,0.610962,0.118632
104,431.23,1,5.04012,27.0572,3.86194,44.9075,2.71208,4.79291,0.240195,0.252103,0.675423,1.71404,0.0402248,0.546461,0.121726
105,430.786,1,4.95237,26.1382,3.8689,49.2504,2.7046,4.66146,0.24539,0.241612,0.746517,1.58866,0.0413029,0.511234,0.120868
106,421.438,1,4.97225,26.2592,3.93101,57.48,2.7047,4.57285,0.240758,0.243373,0.785321,1.57588,0.0369424,0.550703,0.116139
107,427.137,1,4.81977,26.7818,3.74058,67.1088,2.70362,4.88695,0.238161,0.249048,0.737048,1.70308,0.0330423,0.565736,0.1223
108,418.605,1,4.85226,26.8594,3.45881,78.3526,2.70676,4.48159,0.221343,0.256487,0.773328,1.60671,0.0318649,0.513469,0.117682
109,413.68,1,4.94051,26.8014,3.33251,62.9061,2.70988,4.21043,0.210751,0.254161,0.778977,1.5483,0.0331616,0.500018,0.115956
110,399.823,1,4.87485,26.2768,3.97043,73.0002,2.71229,4.24992,0.209165,0.23694,0.740203,1.38581,0.0347276,0.45199,0.112617
111,399.903,1,4.87089,26.0252,4.31979,74.3437,2.72813,4.65576,0.206926,0.242979,0.691592,1.39927,0.0320208,0.416415,0.116115
112,397.596,1,4.88336,25.6617,5.05067,66.0079,2.73957,4.81407,0.202352,0.237248,0.620386,1.56425,0.0286403,0.465769,0.115631
113,398.962,1,4.80564,25.5674,4.4709,80.892,2.74769,4.55703,0.231461,0.214597,0.566952,1.5367,0.0311601,0.446402,0.116817
114,404.995,1,4.81543,25.775,4.18707,87.5959,2.7473,4.29764,0.227495,0.234045,0.612447,1.46879,0.0338936,0.469779,0.116458
115,403.224,1,4.89787,26.3584,4.03459,86.6919,2.75617,4.50612,0.218313,0.248094,0.67601,1.62581,0.0303153,0.476951,0.114186
116,406.241,1,4.89894,26.4389,4.08839,68.6422,2.75497,4.21988,0.220105,0.260295,0.669513,1.75886,0.0286806,0.426598,0.116311
117,400.623,1,4.89484,26.4416,3.78721,64.9788,2.75585,4.07328,0.205062,0.248399,0.638451,1.8115,0.0265787,0.383942,0.117854
118,415.614,1,4.81134,26.9107,3.94133,62.842,2.75932,4.21312,0.224319,0.236273,0.668533,1.8595,0.0246248,0.455294,0.123654
119,414.574,1,4.8967,26.2712,3.95881,75.924,2.77455,4.83017,0.231803,0.229679,0.696104,1.66319,0.0245133,0.453492,0.12437
120,411.522,1,4.94254,25.7466,3.97287,71.5239,2.7547,5.11944,0.228916,0.224025,0.678699,1.80263,0.0219254,0.488714,0.122882
121,405.131,1,4.86649,25.6411,3.73917,72.6004,2.76829,5.1567,0.236885,0.226047,0.716495,1.76482,0.0213048,0.502515,0.117406
122,409.666,1,4.8767,25.5049,3.79926,51.5855,2.75987,4.6673,0.219576,0.216168,0.739595,1.84475,0.0213843,0.537097,0.119762
123,413.794,1,4.83062,26.2332,4.14075,65.8496,2.75989,5.29304,0.224917,0.227198,0.719226,1.7984,0.0225109,0.53393,0.121195
124,409.983,1,4.82542,26.3426,3.90462,61.9441,2.76175,5.53207,0.235266,0.232112,0.73904,1.95022,0.023618,0.477562,0.11835
125,403.348,1,4.84914,25.9037,4.05707,70.9042,2.76437,5.9727,0.213683,0.228323,0.806678,1.74612,0.0241387,0.487627,0.114475
126,402.629,1,4.78938,25.498,3.55406,72.3465,2.76656,5.2622,0.210347,0.218416,0.78485,1.71482,0.0215903,0.536044,0.116825
127,407.511,1,4.75834,25.9259,3.31482,81.4177,2.7621,5.42305,0.210347,0.230801,0.759967,1.70585,0.0209151,0.576743,0.118072
128,413.499,1,4.73837,25.8631,3.58795,72.0958,2.75963,5.0171,0.203774,0.266513,0.777664,1.90609,0.0224996,0.618468,0.115094
129,403.555,1,4.71807,26.503,3.78739,69.0627,2.76637,5.2362,0.199852,0.242314,0.730333,1.95537,0.0201242,0.652193,0.113607
130,395.547,1,4.69461,26.4886,3.7777,76.8734,2.76542,5.24412,0.197381,0.223947,0.656888,1.88066,0.0191053,0.619238,0.113581
131,393.587,1,4.61754,26.1924,3.57221,84.2486,2.7537,5.64936,0.207982,0.228827,0.653142,1.77065,0.0176744,0.642095,0.112982
132,389.956,1,4.61826,26.1939,3.96691,75.0575,2.75795,6.05064,0.198072,0.224689,0.584188,1.77729,0.0164548,0.717327,0.113402
133,385.569,1,4.72136,26.7589,3.89894,74.6679,2.76137,5.87029,0.188707,0.239038,0.642525,1.73922,0.0147177,0.679121,0.112245
134,381.926,1,4.79831,26.8481,3.80331,73.3717,2.76627,6.36121,0.181875,0.234103,0.651097,1.85244,0.0132491,0.673089,0.111247
135,383.468,1,4.73722,26.1896,3.74663,76.4141,2.76295,7.29822,0.191022,0.235522,0.613141,1.92792,0.0134922,0.673373,0.111271
136,387.691,1,4.77377,26.616,3.73553,65.3069,2.75222,7.82317,0.187315,0.238513,0.554923,1.9995,0.0158688,0.664239,0.112454
137,393.727,1,4.73281,27.4957,3.55134,66.5906,2.7617,7.51677,0.182442,0.244569,0.598479,2.05097,0.015874,0.659804,0.114477
138,397.082,1,4.74193,26.5692,3.83267,69.5424,2.76169,7.91969,0.165745,0.256437,0.648243,2.08882,0.0190753,0.618169,0.113673
139,392.838,1,4.78277,26.6757,3.95138,68.7578,2.75298,6.88884,0.164305,0.265691,0.582592,1.92501,0.0196935,0.649297,0.112505
140,405.996,1,4.82543,27.8263,4.05685,60.7721,2.74898,6.62788,0.172551,0.287122,0.626326,2.00993,0.0203954,0.674711,0.115067
141,408.233,1,4.83209,26.8882,3.82579,70.5302,2.75225,6.57433,0.176044,0.280841,0.63022,1.99694,0.0208998,0.636185,0.117041
142,388.293,1,4.81378,26.6466,3.62689,70.5739,2.75263,5.61657,0.166118,0.261745,0.563686,1.93785,0.0186933,0.584561,0.115547
143,398.537,1,4.79308,26.8569,4.10902,68.7538,2.74273,5.06631,0.155886,0.283518,0.616084,1.85239,0.0178134,0.53353,0.120494
144,396.174,1,4.70948,26.7512,4.28139,69.4133,2.7468,5.24873,0.174988,0.282411,0.551043,1.73917,0.0166621,0.564982,0.120439
145,387.804,1,4.69474,26.8341,4.40069,73.951,2.75926,5.2257,0.183769,0.272884,0.492867,1.6914,0.0178346,0.538079,0.119135
146,378.102,1,4.64769,26.8429,4.20083,86.4673,2.75779,4.81347,0.167953,0.260625,0.449391,1.61051,0.0179084,0.52121,0.116236
147,364.891,1,4.66578,26.8725,4.18335,97.9036,2.75496,5.06266,0.171197,0.23311,0.433531,1.64079,0.0160178,0.471229,0.114931
148,353.563,1,4.65671,26.137,4.41635,87.2889,2.75923,4.71807,0.167915,0.224669,0.418298,1.76709,0.0143267,0.42148,0.114324
149,358.659,1,4.54143,25.732,4.60301,95.551,2.76755,4.87306,0.166047,0.210213,0.417673,1.78823,0.0140408,0.446409,0.114532
150,363.895,1,4.57287,26.3433,4.40024,109.725,2.76562,4.77794,0.182295,0.224786,0.403268,1.86266,0.0143154,0.488228,0.113072
151,367.842,1,4.57959,26.1416,4.35543,109.486,2.76254,4.85993,0.183329,0.246458,0.387969,1.69827,0.0131196,0.518173,0.116453
152,365.692,1,4.51674,26.6739,4.41733,112.274,2.76331,4.60234,0.179448,0.234686,0.34701,1.74692,0.0123365,0.569043,0.117474
153,361.463,1,4.39819,27.0736,4.57695,127.21,2.75793,5.10912,0.166904,0.245091,0.331836,1.79722,0.0120498,0.508968,0.117914
154,370.338,1,4.40828,26.763,4.32983,120.203,2.75985,5.26299,0.172936,0.240467,0.346849,1.78239,0.0115886,0.576767,0.120826
155,361.403,1,4.43359,27.259,4.47754,125.836,2.76595,5.21047,0.181498,0.241375,0.364671,1.87518,0.0103651,0.515876,0.118195
156,366.139,1,4.46151,27.1036,4.58323,119.306,2.76126,5.30724,0.188836,0.26308,0.358795,1.81748,0.0107264,0.502564,0.117934
157,350.119,1,4.45435,27.7392,4.67268,113.837,2.76276,5.08282,0.189411,0.235306,0.34115,1.95371,0.00959394,0.4661,0.115448
158,359.223,1,4.41887,27.3605,4.4491,118.634,2.76561,5.4374,0.190353,0.220654,0.374576,2.06132,0.00893316,0.431707,0.119437
159,357.066,1,4.44788,26.3887,4.56857,122,2.76922,5.40693,0.186169,0.228903,0.403568,2.12886,0.010076,0.404983,0.11508
160,356.839,1,4.43892,26.6209,4.6354,112.397,2.7701,5.55699,0.184996,0.234884,0.404165,2.10283,0.010603,0.370224,0.11545
161,360.311,1,4.43913,25.8443,4.48447,122.081,2.77318,5.4375,0.179206,0.24806,0.412858,1.88083,0.0113273,0.374596,0.11795
162,357.83,1,4.43818,27.1559,4.06922,110.368,2.77264,5.24702,0.172638,0.26281,0.459301,1.92228,0.0101315,0.357535,0.117506
163,347.996,1,4.53457,26.532,4.37992,84.0178,2.76725,5.3456,0.180992,0.245855,0.441877,2.00783,0.00906188,0.364907,0.113472
164,358.016,1,4.52509,25.3442,4.59397,103.878,2.76643,5.32417,0.186669,0.243222,0.503889,1.89834,0.00928466,0.35294,0.116473
165,352.074,1,4.53125,25.8721,4.561,101.36,2.76543,5.4683,0.190405,0.262715,0.531174,1.74798,0.00844817,0.345072,0.113748
166,351.831,1,4.55569,26.0178,4.81335,99.4263,2.76241,5.5123,0.186619,0.276486,0.555645,1.69731,0.00755627,0.362662,0.113969
167,356.877,1,4.57475,26.8845,5.12519,110.392,2.76168,5.7237,0.194017,0.279115,0.546003,1.62364,0.00800797,0.364035,0.116068
168,346.023,1,4.47521,26.9755,5.01588,118.646,2.76068,5.51482,0.193661,0.26452,0.48836,1.63763,0.00716254,0.344201,0.116744
169,340.729,1,4.48313,26.429,5.04003,121.478,2.75582,5.31022,0.205055,0.267149,0.500474,1.6224,0.00667919,0.307863,0.114557
170,338.246,1,4.49401,26.6217,5.06473,122.818,2.75496,5.37352,0.203635,0.276168,0.470848,1.48754,0.00598297,0.320992,0.115222
171,343.76,1,4.55993,25.9775,5.0446,116.339,2.754,5.57655,0.193011,0.275482,0.448043,1.52707,0.00621688,0.353262,0.117637
172,342.972,1,4.55227,26.4891,4.3727,109.137,2.75521,5.44321,0.180673,0.246399,0.44438,1.6345,0.00604518,0.404908,0.117617
173,347.517,1,4.6727,26.0978,4.43886,80.5545,2.75655,5.48465,0.184917,0.249504,0.495338,1.7469,0.00540697,0.397579,0.118993
174,356.691,1,4.60013,26.6439,4.31663,82.487,2.75546,5.83129,0.179527,0.262043,0.559274,1.75115,0.00561473,0.392051,0.12153
175,348.358,1,4.69111,26.6874,4.3307,77.7433,2.75724,5.26861,0.160739,0.2513,0.545592,1.86915,0.00575817,0.36832,0.118928
176,342.959,1,4.63081,26.4993,4.53862,92.0461,2.76159,5.17554,0.158582,0.254597,0.512424,1.68214,0.0061124,0.363646,0.117701
177,335.593,1,4.69582,26.7829,4.59654,88.7414,2.76022,5.2869,0.166268,0.261181,0.475171,1.91054,0.005804,0.369048,0.111831
178,333.269,1,4.61089,27.3223,4.53645,95.2783,2.75959,4.88726,0.16542,0.233607,0.426077,1.97125,0.00558902,0.397185,0.113189
179,337.802,1,4.5819,26.8742,4.29877,89.3824,2.7619,4.69566,0.158333,0.221794,0.381302,2.15939,0.00644926,0.433974,0.11383
180,337.389,1,4.58701,26.6615,4.35836,91.3237,2.75702,5.35991,0.160503,0.226327,0.362719,1.98966,0.00601117,0.417516,0.117066
181,331.959,1,4.63985,26.1375,4.41051,83.3187,2.75632,5.85141,0.162075,0.224622,0.385333,1.91178,0.00573043,0.420527,0.114099
182,332.185,1,4.69832,25.9083,4.30284,67.3154,2.75689,6.1236,0.150084,0.236487,0.352891,2.13628,0.00602232,0.417994,0.113547
183,334.305,1,4.70946,25.8426,4.31689,72.5937,2.76082,5.96333,0.16497,0.241224,0.344457,1.94399,0.00607874,0.414998,0.114841
184,333.139,1,4.8084,27.5039,4.38494,64.4461,2.7602,5.88355,0.172279,0.234588,0.308092,1.88893,0.00572848,0.423396,0.117002
185,335.919,1,4.69498,27.0259,4.11818,71.8141,2.7596,5.7439,0.192559,0.22029,0.290417,1.68951,0.00600774,0.425597,0.120028
186,341.248,1,4.72416,27.1071,4.14378,75.3327,2.7604,5.246,0.200402,0.223223,0.272971,1.72,0.00664082,0.417991,0.121568
187,342.881,1,4.83697,27.3812,4.05721,57.5996,2.75891,5.42335,0.179245,0.210872,0.269798,1.75371,0.0065637,0.482088,0.123503
188,348.21,1,4.80502,27.701,3.93702,63.2218,2.76348,5.59331,0.178832,0.223158,0.271327,1.78161,0.00613486,0.582454,0.123015
