iteration,convergenceIndicator,phase,V_pop,Cl_pop,omega_V,omega_Cl,a
1675,496.474,2,24.8719,5.20275,0.243834,0.256748,3.2076
1676,504.64,2,24.8549,5.2054,0.24478,0.257102,3.21041
1677,497.663,2,24.8304,5.20568,0.244252,0.256786,3.21141
1678,498.036,2,24.827,5.20478,0.243014,0.256507,3.21404
1679,500.338,2,24.8256,5.20418,0.241752,0.255926,3.21914
1680,502.262,2,24.8426,5.20614,0.241231,0.256279,3.22252
1681,497.202,2,24.8581,5.2054,0.241189,0.256516,3.22105
1682,501.632,2,24.8856,5.20537,0.241344,0.257104,3.22207
1683,495.177,2,24.8777,5.19942,0.240681,0.256958,3.22089
1684,496.453,2,24.8504,5.20267,0.241421,0.257168,3.21746
1685,496.587,2,24.8514,5.2039,0.241882,0.256964,3.21551
1686,501.413,2,24.8167,5.20786,0.2426,0.257322,3.2158
1687,492.829,2,24.8192,5.20474,0.24199,0.256669,3.21388
1688,500.427,2,24.8219,5.21002,0.242514,0.257014,3.21388
1689,499.658,2,24.8184,5.20977,0.243054,0.256295,3.21515
1690,499.753,2,24.8123,5.2092,0.243732,0.256346,3.21476
1691,496.67,2,24.8083,5.21066,0.243959,0.256047,3.21354
1692,493.416,2,24.785,5.21394,0.244812,0.255818,3.20867
1693,499.995,2,24.7921,5.21261,0.244046,0.255442,3.21218
1694,501.121,2,24.8016,5.21024,0.244046,0.255885,3.21347
1695,500.307,2,24.8165,5.21046,0.244367,0.256211,3.21366
1696,504.849,2,24.777,5.21226,0.24422,0.256555,3.21795
1697,499.504,2,24.7633,5.21343,0.244822,0.256572,3.21732
1698,501.843,2,24.7642,5.2161,0.245073,0.256248,3.21964
1699,497.353,2,24.7879,5.21405,0.24442,0.255764,3.22069
1700,493.553,2,24.7952,5.21,0.243795,0.254997,3.21956
1701,496.924,2,24.7856,5.21339,0.243788,0.255243,3.21793
1702,493.33,2,24.789,5.21429,0.244208,0.254761,3.21436
1703,499.108,2,24.758,5.21457,0.243749,0.254776,3.21577
1704,495.785,2,24.7774,5.21479,0.243554,0.254983,3.21398
1705,496.952,2,24.7686,5.21484,0.243272,0.25481,3.21395
1706,500.57,2,24.7889,5.21159,0.24394,0.25419,3.21545
1707,501.368,2,24.7735,5.21048,0.244867,0.253781,3.21653
1708,499.907,2,24.7786,5.21222,0.244767,0.253732,3.21783
1709,496.287,2,24.7707,5.21446,0.245174,0.254038,3.215
1710,500.215,2,24.776,5.21567,0.245647,0.253958,3.21548
1711,501.26,2,24.7664,5.22018,0.245617,0.25414,3.21707
1712,496.41,2,24.7537,5.21817,0.245491,0.254292,3.21559
1713,499.242,2,24.7502,5.21755,0.245473,0.25456,3.21563
1714,502.571,2,24.762,5.22084,0.244999,0.254899,3.21859
1715,495.952,2,24.7531,5.22185,0.244248,0.255223,3.21765
1716,495.616,2,24.7456,5.21926,0.243869,0.25488,3.21708
1717,494.473,2,24.7328,5.21769,0.244221,0.254368,3.21477
1718,490.713,2,24.7222,5.21768,0.243336,0.254765,3.21087
1719,493.915,2,24.6996,5.21508,0.2423,0.254805,3.21018
1720,499.995,2,24.6926,5.21703,0.241378,0.255484,3.21209
1721,500.2,2,24.7178,5.21422,0.242246,0.25529,3.2122
1722,500.273,2,24.7386,5.21125,0.242086,0.254956,3.21455
1723,490.81,2,24.7271,5.21137,0.241395,0.254944,3.21134
1724,493.55,2,24.7153,5.20941,0.241136,0.254839,3.20936
1725,496.3,2,24.721,5.21227,0.240207,0.255222,3.20962
1726,499.819,2,24.7269,5.21449,0.239779,0.255866,3.21063
1727,497.789,2,24.7344,5.21468,0.240376,0.255966,3.20934
1728,494.27,2,24.7581,5.21388,0.24148,0.255882,3.20527
1729,499.024,2,24.757,5.21271,0.241568,0.255592,3.2065
1730,504.977,2,24.762,5.21193,0.24211,0.256238,3.20871
1731,502.291,2,24.7584,5.2143,0.242615,0.256278,3.21029
1732,501.785,2,24.7531,5.21388,0.243023,0.257204,3.21005
1733,500.057,2,24.7514,5.21561,0.242335,0.257638,3.2117
1734,496.483,2,24.7501,5.21523,0.242018,0.257489,3.21154
1735,493.138,2,24.752,5.21272,0.242236,0.257279,3.20853
1736,501.265,2,24.742,5.2133,0.242259,0.257676,3.20966
1737,503.922,2,24.7435,5.21161,0.242461,0.257878,3.21227
1738,507.696,2,24.7412,5.2157,0.242366,0.258477,3.2168
1739,498.335,2,24.7086,5.21915,0.24187,0.258593,3.21736
1740,497.333,2,24.6966,5.21735,0.241018,0.258383,3.21865
1741,499.721,2,24.7184,5.22098,0.241322,0.258678,3.21816
1742,501.55,2,24.7138,5.22248,0.240933,0.259069,3.21987
1743,493.095,2,24.7009,5.22397,0.240559,0.25943,3.21676
1744,498.687,2,24.6862,5.22332,0.240735,0.259191,3.21692
1745,497.113,2,24.6695,5.2241,0.240052,0.25922,3.2174
1746,494.272,2,24.6614,5.21947,0.239565,0.258979,3.21644
1747,494.157,2,24.6769,5.21653,0.238872,0.258673,3.21603
1748,498.577,2,24.7001,5.21551,0.239196,0.258487,3.21593
1749,499.615,2,24.6927,5.21676,0.238648,0.258402,3.21791
1750,498.119,2,24.6784,5.2196,0.238597,0.258209,3.21827
1751,500.613,2,24.6941,5.21888,0.238629,0.257719,3.22037
1752,495.522,2,24.6971,5.21803,0.238681,0.257524,3.2191
1753,494.876,2,24.7005,5.21545,0.239058,0.257628,3.21636
1754,505.077,2,24.7059,5.21563,0.239219,0.257755,3.2195
1755,501.016,2,24.7033,5.2171,0.238867,0.257882,3.22136
1756,496.9,2,24.719,5.21553,0.238888,0.25743,3.22132
1757,502.564,2,24.7455,5.21133,0.238839,0.257216,3.22399
1758,501.803,2,24.7491,5.21201,0.238698,0.257194,3.22601
1759,499.489,2,24.746,5.21115,0.238801,0.257376,3.22592
1760,500.428,2,24.7335,5.21226,0.239611,0.257619,3.2248
1761,498.045,2,24.7419,5.21375,0.239453,0.257605,3.22478
1762,502.742,2,24.7501,5.21103,0.240193,0.257464,3.22566
1763,499.507,2,24.7552,5.20763,0.24006,0.257472,3.22625
1764,501.215,2,24.7532,5.2105,0.239598,0.257729,3.22789
1765,499.838,2,24.7318,5.21189,0.238975,0.257542,3.22993
1766,495.122,2,24.756,5.21193,0.239183,0.257184,3.22826
1767,502.092,2,24.7648,5.21011,0.240097,0.256919,3.22858
1768,500.41,2,24.7501,5.20918,0.240631,0.256609,3.22884
1769,499.179,2,24.7537,5.21036,0.240767,0.256716,3.22848
1770,495.98,2,24.7485,5.21329,0.241159,0.256714,3.22625
1771,498.944,2,24.7422,5.21252,0.241366,0.2567,3.2259
1772,499.355,2,24.7562,5.21138,0.242022,0.25657,3.22509
1773,497.835,2,24.7651,5.20996,0.242228,0.256817,3.22372
1774,497.265,2,24.7655,5.20999,0.241206,0.256889,3.22481
1775,490.989,2,24.7852,5.21017,0.240685,0.256681,3.22247
1776,502.553,2,24.794,5.21086,0.240356,0.256912,3.22457
1777,497.14,2,24.7914,5.21272,0.23988,0.257114,3.22439
1778,497.874,2,24.7693,5.21418,0.240824,0.257092,3.22221
1779,501.841,2,24.7637,5.21293,0.24185,0.257229,3.22146
1780,491.638,2,24.7563,5.21313,0.24172,0.25724,3.2184
1781,492.951,2,24.7702,5.21054,0.241974,0.257142,3.21551
1782,498.916,2,24.7665,5.21165,0.241929,0.257498,3.21519
1783,498.211,2,24.7653,5.21088,0.241975,0.25756,3.2149
1784,494.509,2,24.762,5.21246,0.241391,0.257691,3.21403
1785,492.228,2,24.7578,5.21265,0.241074,0.257892,3.21155
1786,504.184,2,24.7683,5.21164,0.241309,0.257908,3.21378
1787,497.567,2,24.7672,5.21271,0.242161,0.257681,3.21222
1788,497.499,2,24.7732,5.21226,0.24174,0.25741,3.21319
1789,497.407,2,24.7686,5.21263,0.241772,0.257093,3.21333
1790,495.376,2,24.7789,5.21469,0.241391,0.257161,3.21269
1791,496.215,2,24.7792,5.21546,0.24055,0.257373,3.2131
1792,497.489,2,24.7848,5.21553,0.240852,0.257135,3.21268
1793,500.999,2,24.7885,5.21606,0.241429,0.257111,3.21286
1794,497.215,2,24.7944,5.21684,0.241497,0.257174,3.2122
1795,497.47,2,24.787,5.21895,0.241339,0.25735,3.2119
1796,502.437,2,24.7774,5.21917,0.241852,0.257473,3.21251
1797,500.292,2,24.7647,5.21597,0.241506,0.257281,3.21441
1798,504.163,2,24.7539,5.21722,0.241403,0.257512,3.21666
1799,497.337,2,24.7606,5.21592,0.241116,0.257765,3.2163
1800,497.138,2,24.7623,5.21461,0.241442,0.257577,3.21548
1801,504.689,2,24.7529,5.21355,0.241552,0.257721,3.21762
1802,499.119,2,24.7564,5.21153,0.241719,0.257736,3.21751
1803,497.396,2,24.7597,5.21116,0.241596,0.257777,3.2172
1804,497.986,2,24.7574,5.21035,0.241526,0.257922,3.21685
1805,497.03,2,24.7544,5.20934,0.240902,0.258034,3.21727
1806,506.363,2,24.7643,5.20745,0.240319,0.25822,3.22126
1807,502.999,2,24.7671,5.2097,0.239758,0.258373,3.22383
1808,500.428,2,24.7749,5.21197,0.239696,0.258372,3.22462
1809,500.813,2,24.7831,5.21126,0.240058,0.258285,3.22487
1810,505.076,2,24.7822,5.20758,0.239739,0.258298,3.22793
1811,500.149,2,24.7854,5.20524,0.239526,0.257984,3.22938
1812,494.276,2,24.7905,5.2012,0.23846,0.25778,3.23
1813,499.903,2,24.7827,5.20112,0.238267,0.257909,3.23053
1814,499.801,2,24.7969,5.20169,0.238254,0.258056,3.23063
1815,503.415,2,24.7982,5.20249,0.238459,0.258288,3.23152
1816,500.387,2,24.801,5.20064,0.238282,0.257934,3.23302
1817,500.695,2,24.8112,5.20058,0.238442,0.257949,3.23329
1818,499.424,2,24.8143,5.20057,0.238466,0.257892,3.23346
1819,499.439,2,24.8265,5.20098,0.238402,0.257949,3.2336
1820,501.76,2,24.8286,5.20187,0.23825,0.257953,3.23488
1821,497.276,2,24.8277,5.20103,0.238382,0.258031,3.23375
1822,497.418,2,24.8272,5.20242,0.238438,0.257921,3.2332
1823,495.082,2,24.8318,5.2014,0.238187,0.257807,3.23241
1824,501.096,2,24.8425,5.20193,0.23845,0.257995,3.23231
1825,500.5,2,24.8508,5.20359,0.239236,0.257956,3.23136
1826,501.986,2,24.8423,5.20634,0.240065,0.258096,3.23052
1827,503.991,2,24.8363,5.20563,0.240567,0.258162,3.23116
1828,503.883,2,24.8233,5.20687,0.240496,0.258437,3.23246
1829,496.984,2,24.8167,5.20747,0.24008,0.258458,3.23239
1830,504.651,2,24.821,5.20777,0.240589,0.258261,3.23365
1831,502.555,2,24.823,5.20586,0.240775,0.258105,3.23467
1832,498.978,2,24.8248,5.20703,0.240692,0.258312,3.23428
1833,497.988,2,24.8166,5.20678,0.240803,0.258233,3.23368
1834,495.786,2,24.825,5.20708,0.240745,0.258229,3.23252
1835,491.767,2,24.8287,5.2065,0.240551,0.257984,3.23071
1836,500.344,2,24.8345,5.20649,0.240838,0.258212,3.23012
1837,503.931,2,24.8267,5.20765,0.24113,0.258244,3.23109
1838,498.137,2,24.8304,5.20513,0.241632,0.258028,3.2301
1839,494.78,2,24.8412,5.20448,0.241924,0.257561,3.22885
1840,503.557,2,24.8538,5.20283,0.242215,0.257233,3.23035
1841,497.704,2,24.8519,5.20294,0.241701,0.25705,3.23114
1842,502.532,2,24.8593,5.20429,0.241933,0.257177,3.23154
1843,503.956,2,24.8538,5.2036,0.241874,0.257183,3.23318
1844,500.349,2,24.8575,5.20318,0.241533,0.25709,3.23432
1845,498.21,2,24.8603,5.20226,0.241717,0.257065,3.2336
1846,492.571,2,24.8689,5.2024,0.241447,0.257135,3.23176
1847,491.286,2,24.8642,5.20315,0.240634,0.257244,3.23055
1848,496.046,2,24.8686,5.20297,0.240759,0.257242,3.22931
1849,495.326,2,24.8785,5.2025,0.241281,0.257288,3.22701
1850,496.685,2,24.8844,5.20116,0.240708,0.257197,3.22755
1851,499.784,2,24.8846,5.20007,0.240276,0.257134,3.22877
1852,497.858,2,24.9,5.20011,0.239837,0.257067,3.2294
1853,495.217,2,24.9005,5.2004,0.239593,0.257,3.22883
1854,503.066,2,24.9076,5.20113,0.239843,0.257173,3.22932
1855,496.462,2,24.9124,5.20163,0.239957,0.257115,3.22843
1856,505.796,2,24.9083,5.20343,0.240426,0.257057,3.22974
1857,499.501,2,24.9085,5.20484,0.240706,0.256901,3.22962
1858,501.887,2,24.9133,5.20458,0.24076,0.256855,3.23046
1859,503.816,2,24.9216,5.20454,0.241315,0.256945,3.23064
1860,503.085,2,24.9277,5.20518,0.24148,0.257125,3.23117
1861,500.174,2,24.9267,5.20457,0.241022,0.257153,3.23228
1862,503.64,2,24.9408,5.2048,0.240959,0.257506,3.23307
1863,507.051,2,24.947,5.20395,0.241042,0.257685,3.23487
1864,502.89,2,24.9476,5.20426,0.241246,0.257914,3.23506
1865,502.809,2,24.9288,5.20491,0.241713,0.258269,3.23446
1866,494.597,2,24.9162,5.20511,0.242293,0.258221,3.23195
1867,498.101,2,24.9164,5.20494,0.24267,0.258195,3.23085
1868,495.507,2,24.9007,5.20614,0.24255,0.258207,3.22991
1869,499.275,2,24.8897,5.20642,0.242738,0.258268,3.22939
1870,496.429,2,24.8979,5.20596,0.242471,0.258255,3.22907
1871,496.903,2,24.9009,5.20693,0.242624,0.258383,3.22783
1872,499.074,2,24.8953,5.20537,0.242525,0.258295,3.22811
1873,498.641,2,24.8978,5.20567,0.242428,0.258391,3.22793
1874,496.03,2,24.8987,5.20654,0.242141,0.258433,3.22749
1875,496.249,2,24.8964,5.20593,0.242353,0.258391,3.22632
1876,500.227,2,24.9087,5.20549,0.242965,0.258565,3.2251
1877,505.6,2,24.9186,5.20568,0.243527,0.25847,3.22594
1878,497.649,2,24.913,5.20659,0.243393,0.258403,3.22586
1879,494.273,2,24.9119,5.20659,0.243468,0.25816,3.22478
1880,499.096,2,24.9102,5.20681,0.243322,0.25793,3.22545
1881,500.139,2,24.9027,5.20681,0.243285,0.257771,3.22606
1882,496.991,2,24.9004,5.20644,0.243868,0.257766,3.22434
1883,496.932,2,24.8868,5.20583,0.244333,0.257843,3.2227
1884,497.58,2,24.8916,5.20599,0.244717,0.257752,3.22171
1885,498.884,2,24.8989,5.20697,0.244965,0.257563,3.22151
1886,496.894,2,24.8817,5.20728,0.244821,0.257514,3.22129
1887,495.534,2,24.88,5.20722,0.24475,0.257346,3.2208
1888,500.982,2,24.8855,5.20597,0.244826,0.257186,3.22145
1889,498.619,2,24.8807,5.20698,0.24463,0.257437,3.22125
1890,495.228,2,24.875,5.20708,0.24453,0.257365,3.22059
1891,499.488,2,24.8748,5.20638,0.244912,0.257289,3.22012
1892,500.006,2,24.8759,5.20551,0.245245,0.25731,3.21969
1893,494.984,2,24.8771,5.20607,0.245453,0.257218,3.21844
1894,492.969,2,24.8765,5.20675,0.245526,0.257274,3.2167
1895,492.469,2,24.8723,5.20617,0.245238,0.257159,3.21586
1896,497.628,2,24.8751,5.20562,0.245621,0.257152,3.21485
1897,500.883,2,24.8771,5.20521,0.245666,0.257134,3.21532
1898,498.368,2,24.8727,5.20418,0.245583,0.256997,3.21562
1899,502.593,2,24.8794,5.20381,0.245669,0.256942,3.21648
1900,495.901,2,24.8768,5.20377,0.245562,0.256761,3.2163
1901,502.173,2,24.8792,5.20398,0.245628,0.256641,3.21721
1902,494.874,2,24.8829,5.20453,0.245717,0.256642,3.21608
1903,497.901,2,24.8838,5.20421,0.245868,0.256571,3.21571
1904,498.535,2,24.8923,5.20448,0.245798,0.256413,3.21607
1905,501.809,2,24.9012,5.20427,0.245412,0.256476,3.21741
1906,497.942,2,24.8979,5.20299,0.245207,0.256452,3.21764
1907,496.44,2,24.9029,5.20247,0.245066,0.256323,3.21759
1908,497.615,2,24.9133,5.20112,0.244906,0.256162,3.21792
1909,494.776,2,24.9138,5.201,0.244754,0.256125,3.21736
1910,498.093,2,24.9146,5.20026,0.244645,0.256173,3.21734
1911,499.142,2,24.9099,5.20005,0.24453,0.256103,3.21779
1912,497.052,2,24.9135,5.19893,0.244852,0.25617,3.21667
1913,492.642,2,24.906,5.19832,0.244554,0.256193,3.21584
1914,502.511,2,24.9057,5.19819,0.244391,0.256514,3.21644
1915,498.494,2,24.9023,5.19973,0.244172,0.256794,3.21631
1916,496.962,2,24.895,5.20127,0.244138,0.257114,3.21542
1917,500.878,2,24.8955,5.20121,0.244626,0.257074,3.21505
1918,499.606,2,24.8923,5.20039,0.245104,0.257072,3.21435
1919,494.191,2,24.8866,5.19964,0.245452,0.256946,3.21294
1920,493.83,2,24.8863,5.20004,0.245577,0.257006,3.21155
1921,506.677,2,24.885,5.20015,0.245589,0.257094,3.21312
1922,500.312,2,24.8811,5.19948,0.24538,0.2572,3.21368
1923,495.965,2,24.8796,5.19931,0.245082,0.25717,3.21373
1924,499.015,2,24.8829,5.19932,0.244763,0.25709,3.21456
1925,498.949,2,24.8864,5.20064,0.24455,0.257073,3.21507
1926,490.768,2,24.8873,5.19988,0.244205,0.256989,3.21423
1927,495.742,2,24.8906,5.20022,0.244093,0.256957,3.21391
1928,497.07,2,24.8848,5.19913,0.244158,0.256897,3.21359
1929,512.029,2,24.8862,5.19794,0.244353,0.256845,3.21611
1930,499.79,2,24.8842,5.19818,0.243843,0.256927,3.21718
1931,503.759,2,24.8867,5.19842,0.243599,0.256978,3.21859
1932,502.007,2,24.8905,5.19808,0.243575,0.256877,3.21949
1933,499.869,2,24.8956,5.19833,0.24332,0.256869,3.22021
1934,505.096,2,24.8944,5.19827,0.243009,0.25704,3.22177
1935,496.537,2,24.8977,5.19865,0.243021,0.257094,3.22118
1936,492.824,2,24.8941,5.19875,0.242803,0.256992,3.22059
1937,498.451,2,24.8924,5.19932,0.242723,0.257032,3.22061
1938,503.762,2,24.8927,5.19983,0.243017,0.257107,3.22089
1939,501.783,2,24.8979,5.20008,0.243171,0.257133,3.22112
1940,496.553,2,24.8996,5.19977,0.24313,0.257049,3.2209
1941,501.204,2,24.9039,5.19921,0.243319,0.257032,3.22103
1942,498.783,2,24.9089,5.20024,0.243344,0.257173,3.22071
1943,495.915,2,24.9093,5.20063,0.243199,0.257047,3.22065
1944,498.582,2,24.9111,5.20005,0.24304,0.256963,3.22106
1945,504.973,2,24.9099,5.20035,0.24299,0.256786,3.22265
1946,497.811,2,24.9086,5.20123,0.243029,0.256926,3.22212
1947,497.117,2,24.9075,5.20198,0.242884,0.257082,3.22178
1948,497.277,2,24.9091,5.20226,0.242643,0.257202,3.22173
1949,495.913,2,24.9044,5.20192,0.242566,0.257201,3.22134
1950,502.093,2,24.9074,5.20157,0.242687,0.257192,3.22172
1951,492.392,2,24.9126,5.20094,0.242484,0.257169,3.22097
1952,499.167,2,24.9154,5.20029,0.242446,0.257229,3.22101
1953,496.244,2,24.9199,5.20007,0.242195,0.256946,3.22155
1954,499.316,2,24.9217,5.19958,0.24214,0.256945,3.22176
1955,501.639,2,24.921,5.2002,0.242004,0.256889,3.22265
1956,503.23,2,24.9176,5.20051,0.242071,0.256841,3.2234
1957,503.251,2,24.9198,5.20135,0.242158,0.256812,3.22406
1958,496.125,2,24.9183,5.20136,0.242285,0.256835,3.22329
1959,502.283,2,24.9215,5.20111,0.242605,0.256743,3.22344
1960,497.616,2,24.9269,5.20113,0.242471,0.256651,3.22364
1961,501.408,2,24.9327,5.20153,0.242657,0.256683,3.22366
1962,505.847,2,24.9377,5.20261,0.243616,0.256803,3.2228
1963,502.084,2,24.9362,5.20325,0.244068,0.256809,3.22245
1964,500.647,2,24.9383,5.20275,0.244306,0.256921,3.22207
1965,496.407,2,24.9367,5.20257,0.24441,0.2569,3.22146
1966,499.852,2,24.9404,5.20234,0.244657,0.256976,3.22099
1967,498.537,2,24.9422,5.20207,0.244695,0.256868,3.22104
1968,498.943,2,24.9453,5.20151,0.244748,0.256728,3.22118
1969,505.203,2,24.945,5.20135,0.244696,0.256798,3.22218
1970,506.685,2,24.944,5.19993,0.244592,0.256867,3.22352
1971,499.648,2,24.9451,5.19972,0.244476,0.256924,3.22372
1972,499.529,2,24.9448,5.19945,0.244565,0.256964,3.22354
1973,498.207,2,24.9405,5.19942,0.244426,0.256955,3.22367
1974,498.864,2,24.9466,5.1987,0.244488,0.257015,3.22339
1975,497.07,2,24.9427,5.19887,0.244463,0.257085,3.22298
1976,497.593,2,24.9372,5.1989,0.244565,0.257069,3.22257
1977,496.881,2,24.9389,5.1988,0.244802,0.256958,3.22197
1978,502.21,2,24.9421,5.19849,0.244956,0.256839,3.22238
1979,500.597,2,24.9447,5.19832,0.244722,0.256707,3.22331
1980,494.924,2,24.9408,5.19758,0.244866,0.256475,3.2228
1981,498.238,2,24.9407,5.19792,0.244798,0.256376,3.22298
1982,493.757,2,24.9399,5.19779,0.244914,0.256316,3.22204
1983,498.877,2,24.9392,5.19753,0.244935,0.256307,3.222
1984,499.188,2,24.9401,5.19739,0.244784,0.25637,3.22219
1985,502.105,2,24.9401,5.19798,0.24485,0.256381,3.22252
1986,491.832,2,24.9397,5.19778,0.244764,0.256398,3.22156
1987,492.158,2,24.9354,5.19784,0.244569,0.256278,3.22112
1988,497.932,2,24.9316,5.19847,0.244538,0.256218,3.22114
1989,499.513,2,24.9302,5.19919,0.244469,0.256261,3.22128
1990,498.449,2,24.928,5.19917,0.244379,0.256261,3.22139
1991,504.53,2,24.9266,5.199,0.244262,0.256303,3.22236
1992,496.39,2,24.9242,5.19876,0.244424,0.256393,3.22151
1993,499.802,2,24.9301,5.19848,0.244498,0.25649,3.22131
1994,497.504,2,24.9424,5.19716,0.244628,0.256419,3.22098
1995,496.107,2,24.9444,5.19789,0.244414,0.256447,3.22093
1996,493.272,2,24.9413,5.19775,0.244414,0.256484,3.22006
1997,502.107,2,24.9396,5.19756,0.244341,0.256503,3.22062
1998,506.551,2,24.9384,5.19737,0.24449,0.256611,3.22122
1999,495.156,2,24.9361,5.19738,0.24458,0.25651,3.2207
2000,501.492,2,24.9342,5.19682,0.244476,0.256652,3.22099
2001,498.105,2,24.9373,5.19695,0.244349,0.256736,3.22097
2002,500.561,2,24.9378,5.19769,0.244219,0.256703,3.2215
2003,507.007,2,24.9385,5.19756,0.244254,0.256726,3.2225
2004,502.284,2,24.9389,5.1978,0.244417,0.256613,3.22284
2005,494.604,2,24.9383,5.19792,0.244533,0.256575,3.22208
2006,499.457,2,24.9364,5.19828,0.244562,0.256527,3.22217
2007,502.605,2,24.9369,5.19844,0.244655,0.256472,3.22258
2008,504.137,2,24.942,5.19794,0.24466,0.256466,3.22326
2009,499.217,2,24.9424,5.19787,0.244652,0.256454,3.2233
2010,500.153,2,24.9425,5.19784,0.244644,0.256458,3.22333
2011,509.718,2,24.9428,5.19782,0.244644,0.256466,3.22349
2012,506.924,2,24.9431,5.19792,0.244644,0.256465,3.22362
2013,504.172,2,24.9434,5.19798,0.244673,0.256455,3.22367
2014,500.245,2,24.9431,5.19798,0.24467,0.256459,3.22369
2015,493.34,2,24.943,5.19791,0.244679,0.256449,3.22359
2016,497.602,2,24.9429,5.19788,0.244678,0.25645,3.22357
2017,501.521,2,24.9428,5.19791,0.244684,0.256445,3.22361
2018,500.574,2,24.9428,5.19803,0.244693,0.256463,3.22358
2019,497.956,2,24.9422,5.19807,0.244713,0.256467,3.22351
2020,494.979,2,24.9421,5.19809,0.244717,0.256463,3.22345
2021,501.466,2,24.9424,5.19815,0.244717,0.256473,3.22347
2022,510.592,2,24.9423,5.19817,0.244735,0.256486,3.2236
2023,498.526,2,24.9426,5.19814,0.244773,0.256481,3.22353
2024,501.046,2,24.9427,5.19807,0.244809,0.256476,3.2235
2025,502.903,2,24.9433,5.19806,0.244775,0.256479,3.22362
2026,502.34,2,24.9434,5.19815,0.244739,0.256508,3.22369
2027,498.199,2,24.9439,5.19821,0.244732,0.25652,3.22367
2028,503.325,2,24.9439,5.1982,0.244732,0.256523,3.22373
2029,498.474,2,24.9436,5.19816,0.244716,0.256525,3.22374
2030,497.641,2,24.9435,5.19825,0.244709,0.256533,3.22372
2031,501.253,2,24.9432,5.1983,0.244724,0.256531,3.22373
2032,504.942,2,24.9429,5.19834,0.244749,0.256527,3.22378
2033,498.217,2,24.942,5.19841,0.244739,0.256535,3.22377
2034,501.088,2,24.9416,5.19845,0.244722,0.256551,3.22381
2035,504.922,2,24.9424,5.1984,0.244721,0.256553,3.2239
2036,502.767,2,24.9424,5.19845,0.244724,0.256559,3.22394
2037,496.98,2,24.9428,5.19839,0.244729,0.256557,3.2239
2038,496.304,2,24.9436,5.19828,0.244736,0.256563,3.22383
2039,498.768,2,24.9442,5.19826,0.244747,0.256576,3.22378
2040,496.649,2,24.9443,5.19826,0.24474,0.256571,3.22376
2041,502.095,2,24.9442,5.19829,0.244726,0.256586,3.22381
2042,496.696,2,24.9442,5.19834,0.244722,0.256571,3.2238
2043,499.629,2,24.9444,5.1984,0.24473,0.256573,3.22379
2044,499.7,2,24.9445,5.19848,0.24473,0.256579,3.22379
2045,500.453,2,24.944,5.19845,0.244739,0.256586,3.22378
2046,501.924,2,24.9437,5.19836,0.244762,0.256582,3.22379
2047,500.528,2,24.9433,5.19836,0.244767,0.256579,3.22381
2048,504.246,2,24.9426,5.19843,0.24475,0.256578,3.22393
2049,499.678,2,24.9418,5.19844,0.244739,0.25659,3.22393
2050,495.644,2,24.942,5.1984,0.244719,0.256588,3.22392
2051,495.81,2,24.9422,5.19844,0.244688,0.256604,3.2239
2052,499.762,2,24.9418,5.19847,0.244678,0.256607,3.22392
2053,497.998,2,24.9409,5.19849,0.24469,0.256615,3.22386
2054,501.716,2,24.9406,5.19854,0.24472,0.256631,3.22382
2055,499.767,2,24.9403,5.19852,0.244709,0.25664,3.22383
2056,500.544,2,24.9399,5.19845,0.244701,0.256628,3.22389
2057,499.034,2,24.9395,5.19839,0.24468,0.256635,3.22392
2058,499.957,2,24.9393,5.19841,0.24467,0.256635,3.22395
2059,499.476,2,24.94,5.1983,0.244656,0.256642,3.22397
2060,501.033,2,24.9399,5.19822,0.244645,0.256635,3.22403
2061,500.952,2,24.9407,5.19821,0.244642,0.256641,3.22406
2062,502.588,2,24.9409,5.19812,0.244656,0.256647,3.22407
2063,500.076,2,24.9416,5.19809,0.244671,0.256652,3.22405
2064,499.642,2,24.942,5.19801,0.244681,0.256649,3.22404
2065,498.488,2,24.9421,5.19802,0.244667,0.256649,3.22406
2066,499.301,2,24.9421,5.19801,0.244681,0.256645,3.22404
2067,497.497,2,24.9419,5.19792,0.244688,0.256641,3.22401
2068,498.856,2,24.9421,5.19791,0.244722,0.256643,3.22394
2069,492.472,2,24.9415,5.19792,0.244733,0.256642,3.22381
2070,498.972,2,24.941,5.19795,0.24474,0.256644,3.22379
2071,499.691,2,24.9401,5.19797,0.24475,0.256632,3.2238
2072,499.076,2,24.9399,5.19806,0.244792,0.256634,3.22372
2073,496.782,2,24.94,5.19803,0.244811,0.256628,3.22365
2074,499.898,2,24.939,5.19815,0.24484,0.25663,3.22361
2075,495.933,2,24.9386,5.19812,0.244838,0.256625,3.22357
2076,496.314,2,24.9385,5.1981,0.244839,0.256616,3.22354
2077,499.123,2,24.9386,5.19809,0.244848,0.256604,3.22354
2078,499.493,2,24.9383,5.1981,0.244829,0.256599,3.22359
2079,496.12,2,24.9379,5.19816,0.244819,0.256596,3.22357
2080,497.091,2,24.9374,5.19815,0.244799,0.256593,3.22358
2081,500.567,2,24.9375,5.19814,0.244806,0.256591,3.2236
2082,496.972,2,24.9368,5.19815,0.244826,0.256589,3.22353
2083,501.851,2,24.9363,5.1982,0.244827,0.25658,3.22358
2084,501.217,2,24.9358,5.19821,0.244838,0.256578,3.2236
2085,495.283,2,24.9352,5.19823,0.244828,0.256576,3.22356
2086,500.174,2,24.9346,5.1983,0.244811,0.256581,3.2236
