Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q2_abscissa,Q2_cdf,V2_abscissa,V2_cdf,Q3_abscissa,Q3_cdf,V3_abscissa,V3_cdf,split
5.13344,0.371429,18.5998,0.371429,5.23854,0.371429,23.3772,0.371429,9.3424e-14,0.378571,0.000187276,0.378571,All
5.14123,0.378571,18.6305,0.378571,5.26913,0.378571,23.4094,0.378571,1.51682e-13,0.385714,0.000188877,0.385714,All
5.15939,0.385714,18.6685,0.385714,5.41125,0.385714,23.5316,0.385714,1.53587e-13,0.392857,0.000232457,0.392857,All
5.17359,0.392857,18.8807,0.392857,5.46734,0.392857,23.8694,0.392857,1.57667e-13,0.4,0.00024033,0.4,All
5.18677,0.4,18.8873,0.4,5.4711,0.4,23.9642,0.4,2.28756e-13,0.407143,0.000332747,0.407143,All
5.18781,0.407143,18.9322,0.407143,5.51419,0.407143,24.0033,0.407143,2.34693e-13,0.414286,0.000347505,0.414286,All
5.19875,0.414286,18.9966,0.414286,5.5323,0.414286,24.2887,0.414286,2.35326e-13,0.421429,0.000384621,0.421429,All
5.20976,0.421429,19.0393,0.421429,5.62426,0.421429,24.3646,0.421429,2.55973e-13,0.428571,0.000401152,0.428571,All
5.21957,0.428571,19.0581,0.428571,5.66844,0.428571,24.6402,0.428571,2.66638e-13,0.435714,0.000490055,0.435714,All
5.22249,0.435714,19.0931,0.435714,5.68494,0.435714,24.7191,0.435714,2.71222e-13,0.442857,0.0004961,0.442857,All
5.26255,0.442857,19.1025,0.442857,5.69827,0.442857,24.9854,0.442857,3.06984e-13,0.45,0.000573297,0.45,All
5.27961,0.45,19.2024,0.45,5.70352,0.45,25.1555,0.45,3.71431e-13,0.457143,0.000685949,0.457143,All
5.29829,0.457143,19.2639,0.457143,5.76312,0.457143,25.2337,0.457143,3.7498e-13,0.464286,0.000844652,0.464286,All
5.33588,0.464286,19.4512,0.464286,5.77703,0.464286,25.2933,0.464286,4.6035e-13,0.471429,0.00122356,0.471429,All
5.34057,0.471429,19.9371,0.471429,6.01266,0.471429,25.3529,0.471429,6.13074e-13,0.478571,0.00148541,0.478571,All
5.39521,0.478571,19.9683,0.478571,6.10178,0.478571,25.4182,0.478571,7.98723e-13,0.485714,0.001501,0.485714,All
5.40439,0.485714,20.0908,0.485714,6.16152,0.485714,25.4872,0.485714,8.36033e-13,0.492857,0.00151188,0.492857,All
5.43751,0.492857,20.1962,0.492857,6.31045,0.492857,25.5493,0.492857,8.43776e-13,0.5,0.00274314,0.5,All
5.44726,0.5,20.3001,0.5,6.36259,0.5,25.7788,0.5,1.05136e-12,0.507143,0.00288875,0.507143,All
5.53378,0.507143,20.3612,0.507143,6.59614,0.507143,26.0614,0.507143,1.05587e-12,0.514286,0.0030358,0.514286,All
5.58102,0.514286,20.4612,0.514286,6.79008,0.514286,26.0736,0.514286,1.15887e-12,0.521429,0.00356692,0.521429,All
5.75724,0.521429,20.4803,0.521429,6.89894,0.521429,26.3341,0.521429,1.35312e-12,0.528571,0.00389257,0.528571,All
5.76024,0.528571,21.0961,0.528571,6.91128,0.528571,26.4647,0.528571,1.35457e-12,0.535714,0.00422393,0.535714,All
5.77549,0.535714,21.2159,0.535714,6.96658,0.535714,26.496,0.535714,1.42953e-12,0.542857,0.00463158,0.542857,All
5.77604,0.542857,21.3655,0.542857,7.06379,0.542857,26.7368,0.542857,1.81608e-12,0.55,0.0047306,0.55,All
5.79819,0.55,21.4774,0.55,7.44552,0.55,26.8287,0.55,1.90578e-12,0.557143,0.00494499,0.557143,All
5.79918,0.557143,21.5434,0.557143,7.47972,0.557143,26.8845,0.557143,2.2303e-12,0.564286,0.00522745,0.564286,All
5.80644,0.564286,21.968,0.564286,7.491,0.564286,27.6511,0.564286,2.30187e-12,0.571429,0.00750357,0.571429,All
5.81227,0.571429,22.0855,0.571429,7.52857,0.571429,27.755,0.571429,2.54219e-12,0.578571,0.00982101,0.578571,All
5.85774,0.578571,22.1311,0.578571,7.58405,0.578571,27.9699,0.578571,2.95899e-12,0.585714,0.0143209,0.585714,All
5.87038,0.585714,22.1749,0.585714,7.60348,0.585714,27.9857,0.585714,3.59409e-12,0.592857,0.0156838,0.592857,All
5.88721,0.592857,22.4805,0.592857,7.68317,0.592857,28.014,0.592857,3.73649e-12,0.6,0.0158406,0.6,All
5.89052,0.6,22.514,0.6,8.02748,0.6,28.1793,0.6,3.87654e-12,0.607143,0.020024,0.607143,All
5.90281,0.607143,22.5218,0.607143,8.16941,0.607143,28.4478,0.607143,4.03199e-12,0.614286,0.0209139,0.614286,All
5.90583,0.614286,22.7425,0.614286,8.18357,0.614286,28.5671,0.614286,4.53272e-12,0.621429,0.0214093,0.621429,All
5.90755,0.621429,22.7821,0.621429,8.2908,0.621429,28.7399,0.621429,5.68732e-12,0.628571,0.022074,0.628571,All
5.91956,0.628571,22.86,0.628571,8.29448,0.628571,28.7684,0.628571,1.12509e-11,0.635714,0.0246216,0.635714,All
5.93038,0.635714,22.9989,0.635714,8.35868,0.635714,28.8376,0.635714,1.51656e-11,0.642857,0.0291647,0.642857,All
6.02046,0.642857,23.018,0.642857,8.3683,0.642857,29.3043,0.642857,2e-11,0.65,0.0314201,0.65,All
6.02096,0.65,23.1673,0.65,8.64757,0.65,29.3206,0.65,2.45973e-11,0.657143,0.0378846,0.657143,All
6.03122,0.657143,23.2093,0.657143,8.8134,0.657143,29.3675,0.657143,2.63067e-11,0.664286,0.0419081,0.664286,All
6.04278,0.664286,23.4939,0.664286,9.47711,0.664286,29.7007,0.664286,3.06521e-11,0.671429,0.043935,0.671429,All
6.05633,0.671429,23.4998,0.671429,9.48057,0.671429,29.985,0.671429,3.08635e-11,0.678571,0.058549,0.678571,All
6.08179,0.678571,23.5206,0.678571,9.61931,0.678571,30.1435,0.678571,3.13903e-11,0.685714,0.0684841,0.685714,All
6.08977,0.685714,23.5599,0.685714,9.65844,0.685714,30.4266,0.685714,3.92775e-11,0.692857,0.0696031,0.692857,All
6.09299,0.692857,23.5606,0.692857,9.74873,0.692857,30.5942,0.692857,3.94853e-11,0.7,0.0721359,0.7,All
6.09577,0.7,23.5727,0.7,9.77841,0.7,30.7439,0.7,3.96212e-11,0.707143,0.0847028,0.707143,All
6.10589,0.707143,23.649,0.707143,9.99522,0.707143,31.0824,0.707143,3.96571e-11,0.714286,0.0950236,0.714286,All
6.10714,0.714286,23.7285,0.714286,10.0464,0.714286,31.2653,0.714286,4.32425e-11,0.721429,0.0954476,0.721429,All
6.17679,0.721429,23.8943,0.721429,10.1323,0.721429,31.3169,0.721429,4.94819e-11,0.728571,0.105857,0.728571,All
6.1774,0.728571,23.9447,0.728571,10.4954,0.728571,31.5674,0.728571,5.80493e-11,0.735714,0.106559,0.735714,All
6.18872,0.735714,23.9655,0.735714,10.7338,0.735714,31.6,0.735714,7.90634e-11,0.742857,0.115455,0.742857,All
6.19119,0.742857,24.0664,0.742857,10.9622,0.742857,31.6812,0.742857,1.10141e-10,0.75,0.131093,0.75,All
6.25483,0.75,24.1071,0.75,11.1155,0.75,31.7652,0.75,1.19673e-10,0.757143,0.168488,0.757143,All
6.26193,0.757143,24.1879,0.757143,11.2156,0.757143,31.8325,0.757143,1.24365e-10,0.764286,0.173831,0.764286,All
6.26568,0.764286,24.2765,0.764286,11.6147,0.764286,31.8521,0.764286,1.81587e-10,0.771429,0.241201,0.771429,All
6.27054,0.771429,24.313,0.771429,11.8693,0.771429,32.0334,0.771429,1.93206e-10,0.778571,0.286094,0.778571,All
6.28447,0.778571,24.5298,0.778571,11.9303,0.778571,32.3737,0.778571,2.05915e-10,0.785714,0.441714,0.785714,All
6.3268,0.785714,24.5407,0.785714,12.1061,0.785714,32.423,0.785714,2.57964e-10,0.792857,0.843871,0.792857,All
6.33582,0.792857,24.6369,0.792857,12.1209,0.792857,32.4234,0.792857,2.75185e-10,0.8,1.18464,0.8,All
6.35905,0.8,24.6679,0.8,12.2096,0.8,32.4936,0.8,4.16511e-10,0.807143,1.24239,0.807143,All
6.37121,0.807143,24.7652,0.807143,12.2663,0.807143,32.6782,0.807143,4.55456e-10,0.814286,2.02451,0.814286,All
6.37611,0.814286,24.7833,0.814286,13.2301,0.814286,32.9382,0.814286,5.10901e-10,0.821429,2.34177,0.821429,All
6.37787,0.821429,24.9789,0.821429,13.4527,0.821429,32.9403,0.821429,6.10467e-10,0.828571,2.54014,0.828571,All
6.38006,0.828571,25.0188,0.828571,13.4812,0.828571,33.108,0.828571,6.4406e-10,0.835714,4.51382,0.835714,All
6.39504,0.835714,25.0267,0.835714,13.5929,0.835714,33.2138,0.835714,7.35468e-10,0.842857,5.87265,0.842857,All
6.42559,0.842857,25.4155,0.842857,13.625,0.842857,33.3799,0.842857,8.45633e-10,0.85,8.79039,0.85,All
6.43527,0.85,25.4637,0.85,13.8924,0.85,33.3823,0.85,1.05401e-09,0.857143,9.52228,0.857143,All
6.4359,0.857143,25.4666,0.857143,13.9731,0.857143,33.4381,0.857143,1.07401e-09,0.864286,10.2875,0.864286,All
6.43904,0.864286,25.8151,0.864286,14.0764,0.864286,33.4585,0.864286,1.62713e-09,0.871429,11.2777,0.871429,All
6.45621,0.871429,25.9303,0.871429,14.4265,0.871429,33.7438,0.871429,1.76775e-09,0.878571,13.0667,0.878571,All
6.47967,0.878571,25.9492,0.878571,14.7078,0.878571,33.8965,0.878571,1.85294e-09,0.885714,18.0155,0.885714,All
6.48335,0.885714,25.9879,0.885714,15.2496,0.885714,34.2045,0.885714,2.54142e-09,0.892857,20.9637,0.892857,All
6.50313,0.892857,26.079,0.892857,15.4913,0.892857,34.9093,0.892857,3.70985e-09,0.9,26.8476,0.9,All
6.50367,0.9,26.1362,0.9,15.7261,0.9,35.0615,0.9,4.56952e-09,0.907143,30.3031,0.907143,All
6.51319,0.907143,26.4067,0.907143,15.8349,0.907143,35.1219,0.907143,4.97706e-09,0.914286,39.2619,0.914286,All
6.52099,0.914286,26.408,0.914286,16.2108,0.914286,35.1834,0.914286,6.53906e-09,0.921429,49.3733,0.921429,All
6.52628,0.921429,26.4829,0.921429,16.2311,0.921429,36.7672,0.921429,7.45892e-09,0.928571,61.7936,0.928571,All
6.52761,0.928571,26.5014,0.928571,17.4339,0.928571,37.205,0.928571,7.96504e-09,0.935714,71.3125,0.935714,All
6.54658,0.935714,27.1555,0.935714,17.7361,0.935714,37.7096,0.935714,7.97669e-09,0.942857,92.8648,0.942857,All
6.55933,0.942857,27.9332,0.942857,19.4983,0.942857,39.8186,0.942857,9.79682e-09,0.95,176.216,0.95,All
6.5644,0.95,28.4932,0.95,20.1922,0.95,41.1436,0.95,1.0497e-08,0.957143,203.367,0.957143,All
6.57449,0.957143,28.7424,0.957143,20.2792,0.957143,41.9242,0.957143,1.20853e-08,0.964286,500.659,0.964286,All
6.59939,0.964286,29.0689,0.964286,21.8916,0.964286,42.7583,0.964286,4.32944e-08,0.971429,738.76,0.971429,All
6.61947,0.971429,29.1948,0.971429,23.0711,0.971429,48.0127,0.971429,2.31485e-07,0.978571,5918.5,0.978571,All
6.63746,0.978571,29.2842,0.978571,23.2994,0.978571,48.017,0.978571,1.04542e-06,0.985714,426700,0.985714,All
6.68988,0.985714,30.7121,0.985714,24.4598,0.985714,48.4807,0.985714,0.000160799,0.992857,4.82561e+06,0.992857,All
6.73443,0.992857,33.5807,0.992857,24.8319,0.992857,52.4029,0.992857,0.00217269,1,1.51312e+07,1,All
7.20135,1,36.6479,1,35.7558,1,59.8986,1,0.00217269,1,1.51312e+07,1,All
14.0821,1,54.8206,1,35.7558,1,79.827,1,0.00217269,1,1.51312e+07,1,All
