trans_Cl_vs_CLCRMLMIN_abscissa,trans_Cl_vs_CLCRMLMIN_spline,trans_Cl_vs_CLCRMLMIN_regression,trans_Cl_vs_WTKG_abscissa,trans_Cl_vs_WTKG_spline,trans_Cl_vs_WTKG_regression,trans_Cl_vs_logtCLCRMLMIN_abscissa,trans_Cl_vs_logtCLCRMLMIN_spline,trans_Cl_vs_logtCLCRMLMIN_regression,trans_Cl_vs_logtWTKG_abscissa,trans_Cl_vs_logtWTKG_spline,trans_Cl_vs_logtWTKG_regression,trans_Cl_vs_tCLCRMLMIN_abscissa,trans_Cl_vs_tCLCRMLMIN_spline,trans_Cl_vs_tCLCRMLMIN_regression,trans_Q_vs_CLCRMLMIN_abscissa,trans_Q_vs_CLCRMLMIN_spline,trans_Q_vs_CLCRMLMIN_regression,trans_Q_vs_WTKG_abscissa,trans_Q_vs_WTKG_spline,trans_Q_vs_WTKG_regression,trans_Q_vs_logtCLCRMLMIN_abscissa,trans_Q_vs_logtCLCRMLMIN_spline,trans_Q_vs_logtCLCRMLMIN_regression,trans_Q_vs_logtWTKG_abscissa,trans_Q_vs_logtWTKG_spline,trans_Q_vs_logtWTKG_regression,trans_Q_vs_tCLCRMLMIN_abscissa,trans_Q_vs_tCLCRMLMIN_spline,trans_Q_vs_tCLCRMLMIN_regression,trans_V1_vs_CLCRMLMIN_abscissa,trans_V1_vs_CLCRMLMIN_spline,trans_V1_vs_CLCRMLMIN_regression,trans_V1_vs_WTKG_abscissa,trans_V1_vs_WTKG_spline,trans_V1_vs_WTKG_regression,trans_V1_vs_logtCLCRMLMIN_abscissa,trans_V1_vs_logtCLCRMLMIN_spline,trans_V1_vs_logtCLCRMLMIN_regression,trans_V1_vs_logtWTKG_abscissa,trans_V1_vs_logtWTKG_spline,trans_V1_vs_logtWTKG_regression,trans_V1_vs_tCLCRMLMIN_abscissa,trans_V1_vs_tCLCRMLMIN_spline,trans_V1_vs_tCLCRMLMIN_regression,trans_V2_vs_CLCRMLMIN_abscissa,trans_V2_vs_CLCRMLMIN_spline,trans_V2_vs_CLCRMLMIN_regression,trans_V2_vs_WTKG_abscissa,trans_V2_vs_WTKG_spline,trans_V2_vs_WTKG_regression,trans_V2_vs_logtCLCRMLMIN_abscissa,trans_V2_vs_logtCLCRMLMIN_spline,trans_V2_vs_logtCLCRMLMIN_regression,trans_V2_vs_logtWTKG_abscissa,trans_V2_vs_logtWTKG_spline,trans_V2_vs_logtWTKG_regression,trans_V2_vs_tCLCRMLMIN_abscissa,trans_V2_vs_tCLCRMLMIN_spline,trans_V2_vs_tCLCRMLMIN_regression,split
107.672,1.55558,1.49104,55.2323,1.70232,1.5646,-0.318302,1.52238,1.45867,-0.127449,1.69994,1.55409,0.74772,1.55558,1.49104,107.672,2.02046,1.71642,55.2323,1.59977,1.65571,-0.318302,1.97389,1.73334,-0.127449,1.68116,1.64941,0.74772,2.02046,1.71642,107.672,3.00606,3.0534,55.2323,3.12787,3.0197,-0.318302,3.04952,3.04302,-0.127449,3.15578,3.01437,0.74772,3.00606,3.0534,107.672,3.33408,3.37557,55.2323,3.44426,3.34406,-0.318302,3.37319,3.36609,-0.127449,3.46978,3.33905,0.74772,3.33408,3.37557,All
108.689,1.56602,1.49517,55.5556,1.65707,1.56809,-0.311136,1.52943,1.46309,-0.122605,1.72142,1.55757,0.754784,1.56602,1.49517,108.689,1.95556,1.71496,55.5556,1.58851,1.65612,-0.311136,1.98711,1.73164,-0.122605,1.63346,1.65002,0.754784,1.95556,1.71496,108.689,3.01059,3.05341,55.5556,3.06567,3.02132,-0.311136,3.03723,3.04329,-0.122605,3.16601,3.01601,0.754784,3.01059,3.05341,108.689,3.33806,3.37559,55.5556,3.38707,3.34557,-0.311136,3.36211,3.36634,-0.122605,3.47927,3.34058,0.754784,3.33806,3.37559,All
109.706,1.57692,1.49931,55.8788,1.61182,1.57158,-0.30397,1.53648,1.46752,-0.117761,1.71794,1.56105,0.761848,1.57692,1.49931,109.706,1.86657,1.71349,55.8788,1.57725,1.65652,-0.30397,2.00033,1.72994,-0.117761,1.60191,1.65063,0.761848,1.86657,1.71349,109.706,3.02132,3.05343,55.8788,3.00347,3.02294,-0.30397,3.02493,3.04356,-0.117761,3.15,3.01764,0.761848,3.02132,3.05343,109.706,3.34758,3.3756,55.8788,3.32987,3.34708,-0.30397,3.35103,3.36658,-0.117761,3.46459,3.3421,0.761848,3.34758,3.3756,All
110.723,1.58782,1.50344,56.202,1.56657,1.57506,-0.296804,1.54352,1.47194,-0.112916,1.68019,1.56453,0.768911,1.58782,1.50344,110.723,1.77758,1.71203,56.202,1.566,1.65692,-0.296804,2.01354,1.72824,-0.112916,1.59257,1.65124,0.768911,1.77758,1.71203,110.723,3.03204,3.05345,56.202,2.94127,3.02457,-0.296804,3.01263,3.04383,-0.112916,3.09791,3.01928,0.768911,3.03204,3.05345,110.723,3.3571,3.37561,56.202,3.27268,3.34859,-0.296804,3.33995,3.36682,-0.112916,3.4167,3.34363,0.768911,3.3571,3.37561,All
111.74,1.59871,1.50758,56.5253,1.52131,1.57855,-0.289638,1.55057,1.47636,-0.108072,1.64243,1.568,0.775975,1.59871,1.50758,111.74,1.6886,1.71056,56.5253,1.55474,1.65732,-0.289638,2.02676,1.72654,-0.108072,1.58323,1.65186,0.775975,1.6886,1.71056,111.74,3.04277,3.05347,56.5253,2.87907,3.02619,-0.289638,3.00033,3.0441,-0.108072,3.04583,3.02091,0.775975,3.04277,3.05347,111.74,3.36662,3.37562,56.5253,3.21548,3.3501,-0.289638,3.32887,3.36707,-0.108072,3.3688,3.34515,0.775975,3.36662,3.37562,All
112.758,1.60961,1.51172,56.8485,1.47606,1.58204,-0.282472,1.55944,1.48078,-0.103228,1.60468,1.57148,0.783039,1.60961,1.51172,112.758,1.59961,1.7091,56.8485,1.54348,1.65772,-0.282472,1.96742,1.72484,-0.103228,1.5739,1.65247,0.783039,1.59961,1.7091,112.758,3.05349,3.05348,56.8485,2.81688,3.02781,-0.282472,3.00602,3.04438,-0.103228,2.99374,3.02255,0.783039,3.05349,3.05348,112.758,3.37614,3.37563,56.8485,3.15829,3.35161,-0.282472,3.3339,3.36731,-0.103228,3.32091,3.34667,0.783039,3.37614,3.37563,All
113.775,1.62051,1.51585,57.1717,1.47045,1.58553,-0.275306,1.56861,1.48521,-0.0983839,1.56693,1.57496,0.790102,1.62051,1.51585,113.775,1.51062,1.70763,57.1717,1.52748,1.65813,-0.275306,1.8959,1.72314,-0.0983839,1.56456,1.65308,0.790102,1.51062,1.70763,113.775,3.06422,3.0535,57.1717,2.80698,3.02943,-0.275306,3.01471,3.04465,-0.0983839,2.94166,3.02418,0.790102,3.06422,3.0535,113.775,3.38567,3.37565,57.1717,3.14913,3.35312,-0.275306,3.34162,3.36756,-0.0983839,3.27302,3.3482,0.790102,3.38567,3.37565,All
114.792,1.63141,1.51999,57.4949,1.49983,1.58901,-0.268141,1.57779,1.48963,-0.0935397,1.52917,1.57843,0.797166,1.63141,1.51999,114.792,1.42163,1.70616,57.4949,1.50731,1.65853,-0.268141,1.82438,1.72144,-0.0935397,1.55522,1.65369,0.797166,1.42163,1.70616,114.792,3.07494,3.05352,57.4949,2.84323,3.03105,-0.268141,3.02341,3.04492,-0.0935397,2.88957,3.02582,0.797166,3.07494,3.05352,114.792,3.39519,3.37566,57.4949,3.18237,3.35463,-0.268141,3.34934,3.3678,-0.0935397,3.22513,3.34972,0.797166,3.39519,3.37566,All
115.809,1.64231,1.52412,57.8182,1.52921,1.5925,-0.260975,1.58697,1.49405,-0.0886956,1.49142,1.58191,0.80423,1.64231,1.52412,115.809,1.33264,1.7047,57.8182,1.48713,1.65893,-0.260975,1.75286,1.71973,-0.0886956,1.54588,1.6543,0.80423,1.33264,1.7047,115.809,3.08567,3.05354,57.8182,2.87948,3.03268,-0.260975,3.03211,3.04519,-0.0886956,2.83749,3.02745,0.80423,3.08567,3.05354,115.809,3.40471,3.37567,57.8182,3.21561,3.35614,-0.260975,3.35707,3.36804,-0.0886956,3.17723,3.35125,0.80423,3.40471,3.37567,All
116.826,1.6532,1.52826,58.1414,1.55859,1.59599,-0.253809,1.59614,1.49848,-0.0838514,1.45671,1.58539,0.811293,1.6532,1.52826,116.826,1.24365,1.70323,58.1414,1.46696,1.65933,-0.253809,1.68134,1.71803,-0.0838514,1.53615,1.65491,0.811293,1.24365,1.70323,116.826,3.0964,3.05355,58.1414,2.91573,3.0343,-0.253809,3.04081,3.04546,-0.0838514,2.78942,3.02909,0.811293,3.0964,3.05355,116.826,3.41423,3.37568,58.1414,3.24884,3.35765,-0.253809,3.36479,3.36829,-0.0838514,3.13303,3.35277,0.811293,3.41423,3.37568,All
117.843,1.6641,1.53239,58.4646,1.58796,1.59948,-0.246643,1.60532,1.5029,-0.0790072,1.48263,1.58887,0.818357,1.6641,1.53239,117.843,1.15466,1.70177,58.4646,1.44678,1.65973,-0.246643,1.60982,1.71633,-0.0790072,1.51856,1.65552,0.818357,1.15466,1.70177,117.843,3.10712,3.05357,58.4646,2.95197,3.03592,-0.246643,3.0495,3.04573,-0.0790072,2.82128,3.03072,0.818357,3.10712,3.05357,117.843,3.42376,3.37569,58.4646,3.28208,3.35916,-0.246643,3.37252,3.36853,-0.0790072,3.16224,3.35429,0.818357,3.42376,3.37569,All
118.861,1.675,1.53653,58.7879,1.61734,1.60297,-0.239477,1.6145,1.50732,-0.074163,1.50854,1.59234,0.825421,1.675,1.53653,118.861,1.06568,1.7003,58.7879,1.4266,1.66013,-0.239477,1.5383,1.71463,-0.074163,1.50098,1.65613,0.825421,1.06568,1.7003,118.861,3.11785,3.05359,58.7879,2.98822,3.03754,-0.239477,3.0582,3.046,-0.074163,2.85314,3.03236,0.825421,3.11785,3.05359,118.861,3.43328,3.37571,58.7879,3.31531,3.36066,-0.239477,3.38024,3.36877,-0.074163,3.19145,3.35582,0.825421,3.43328,3.37571,All
119.878,1.68603,1.54067,59.1111,1.64672,1.60645,-0.232311,1.62367,1.51174,-0.0693189,1.53446,1.59582,0.832485,1.68603,1.54067,119.878,0.993054,1.69884,59.1111,1.40643,1.66054,-0.232311,1.46678,1.71293,-0.0693189,1.4834,1.65674,0.832485,0.993054,1.69884,119.878,3.12775,3.05361,59.1111,3.02447,3.03916,-0.232311,3.0669,3.04627,-0.0693189,2.885,3.034,0.832485,3.12775,3.05361,119.878,3.44208,3.37572,59.1111,3.34855,3.36217,-0.232311,3.38796,3.36902,-0.0693189,3.22067,3.35734,0.832485,3.44208,3.37572,All
120.895,1.69865,1.5448,59.4343,1.6761,1.60994,-0.225145,1.63285,1.51617,-0.0644747,1.56038,1.5993,0.839548,1.69865,1.5448,120.895,1.11811,1.69737,59.4343,1.38625,1.66094,-0.225145,1.39525,1.71123,-0.0644747,1.46582,1.65735,0.839548,1.11811,1.69737,120.895,3.12765,3.05362,59.4343,3.06072,3.04079,-0.225145,3.0756,3.04654,-0.0644747,2.91686,3.03563,0.839548,3.12765,3.05362,120.895,3.4422,3.37573,59.4343,3.38179,3.36368,-0.225145,3.39569,3.36926,-0.0644747,3.24988,3.35887,0.839548,3.4422,3.37573,All
121.912,1.71127,1.54894,59.7576,1.70547,1.61343,-0.217979,1.64202,1.52059,-0.0596305,1.5863,1.60277,0.846612,1.71127,1.54894,121.912,1.24317,1.69591,59.7576,1.36608,1.66134,-0.217979,1.32373,1.70953,-0.0596305,1.44824,1.65796,0.846612,1.24317,1.69591,121.912,3.12755,3.05364,59.7576,3.09697,3.04241,-0.217979,3.08429,3.04681,-0.0596305,2.94871,3.03727,0.846612,3.12755,3.05364,121.912,3.44231,3.37574,59.7576,3.41502,3.36519,-0.217979,3.40341,3.36951,-0.0596305,3.27909,3.36039,0.846612,3.44231,3.37574,All
122.929,1.72389,1.55307,60.0808,1.72639,1.61692,-0.210813,1.6512,1.52501,-0.0547864,1.61222,1.60625,0.853676,1.72389,1.55307,122.929,1.36823,1.69444,60.0808,1.42468,1.66174,-0.210813,1.25221,1.70783,-0.0547864,1.43066,1.65857,0.853676,1.36823,1.69444,122.929,3.12745,3.05366,60.0808,3.1361,3.04403,-0.210813,3.09299,3.04708,-0.0547864,2.98057,3.0389,0.853676,3.12745,3.05366,122.929,3.44243,3.37575,60.0808,3.45101,3.3667,-0.210813,3.41114,3.36975,-0.0547864,3.3083,3.36191,0.853676,3.44243,3.37575,All
123.946,1.73651,1.55721,60.404,1.72191,1.6204,-0.203647,1.66038,1.52943,-0.0499422,1.63813,1.60973,0.860739,1.73651,1.55721,123.946,1.49329,1.69298,60.404,1.7196,1.66214,-0.203647,1.18069,1.70613,-0.0499422,1.41308,1.65918,0.860739,1.49329,1.69298,123.946,3.12735,3.05368,60.404,3.18387,3.04565,-0.203647,3.10169,3.04735,-0.0499422,3.01243,3.04054,0.860739,3.12735,3.05368,123.946,3.44254,3.37577,60.404,3.49526,3.36821,-0.203647,3.41886,3.36999,-0.0499422,3.33751,3.36344,0.860739,3.44254,3.37577,All
124.964,1.74913,1.56134,60.7273,1.71743,1.62389,-0.196482,1.66955,1.53386,-0.045098,1.66405,1.61321,0.867803,1.74913,1.56134,124.964,1.61835,1.69151,60.7273,2.01453,1.66255,-0.196482,1.10917,1.70442,-0.045098,1.3955,1.65979,0.867803,1.61835,1.69151,124.964,3.12725,3.05369,60.7273,3.23165,3.04727,-0.196482,3.11039,3.04762,-0.045098,3.04429,3.04217,0.867803,3.12725,3.05369,124.964,3.44266,3.37578,60.7273,3.53951,3.36972,-0.196482,3.42659,3.37024,-0.045098,3.36673,3.36496,0.867803,3.44266,3.37578,All
125.981,1.53438,1.56548,61.0505,1.70919,1.62738,-0.189316,1.67873,1.53828,-0.0402538,1.68997,1.61668,0.874867,1.53438,1.56548,125.981,1.42865,1.69005,61.0505,2.22442,1.66295,-0.189316,1.03765,1.70272,-0.0402538,1.37792,1.6604,0.874867,1.42865,1.69005,125.981,3.02912,3.05371,61.0505,3.25681,3.0489,-0.189316,3.11908,3.04789,-0.0402538,3.07615,3.04381,0.874867,3.02912,3.05371,125.981,3.35224,3.37579,61.0505,3.56291,3.37123,-0.189316,3.43431,3.37048,-0.0402538,3.39594,3.36648,0.874867,3.35224,3.37579,All
126.998,1.36756,1.56962,61.3737,1.68066,1.63087,-0.18215,1.68843,1.5427,-0.0354097,1.71589,1.62016,0.88193,1.36756,1.56962,126.998,1.2694,1.68858,61.3737,1.97513,1.66335,-0.18215,1.01214,1.70102,-0.0354097,1.36034,1.66101,0.88193,1.2694,1.68858,126.998,2.94991,3.05373,61.3737,3.15989,3.05052,-0.18215,3.12555,3.04816,-0.0354097,3.10801,3.04544,0.88193,2.94991,3.05373,126.998,3.27928,3.3758,61.3737,3.47374,3.37274,-0.18215,3.4401,3.37073,-0.0354097,3.42515,3.36801,0.88193,3.27928,3.3758,All
128.015,1.40134,1.57375,61.697,1.65212,1.63436,-0.174984,1.69966,1.54712,-0.0305655,1.7281,1.62364,0.888994,1.40134,1.57375,128.015,1.3012,1.68712,61.697,1.72585,1.66375,-0.174984,1.11983,1.69932,-0.0305655,1.47366,1.66162,0.888994,1.3012,1.68712,128.015,2.95301,3.05375,61.697,3.06298,3.05214,-0.174984,3.12557,3.04843,-0.0305655,3.14516,3.04708,0.888994,2.95301,3.05375,128.015,3.28232,3.37581,61.697,3.38457,3.37425,-0.174984,3.44029,3.37097,-0.0305655,3.4594,3.36953,0.888994,3.28232,3.37581,All
129.032,1.43512,1.57789,62.0202,1.62532,1.63784,-0.167818,1.71089,1.55155,-0.0257213,1.72416,1.62711,0.896058,1.43512,1.57789,129.032,1.33301,1.68565,62.0202,1.49395,1.66415,-0.167818,1.22752,1.69762,-0.0257213,1.74116,1.66223,0.896058,1.33301,1.68565,129.032,2.95612,3.05376,62.0202,2.97252,3.05376,-0.167818,3.12559,3.04871,-0.0257213,3.18854,3.04871,0.896058,2.95612,3.05376,129.032,3.28535,3.37583,62.0202,3.30135,3.37576,-0.167818,3.44049,3.37121,-0.0257213,3.49958,3.37106,0.896058,3.28535,3.37583,All
130.049,1.46889,1.58202,62.3434,1.62446,1.64133,-0.160652,1.72211,1.55597,-0.0208771,1.72022,1.63059,0.903121,1.46889,1.58202,130.049,1.36481,1.68419,62.3434,1.52286,1.66455,-0.160652,1.33521,1.69592,-0.0208771,2.00866,1.66285,0.903121,1.36481,1.68419,130.049,2.95922,3.05378,62.3434,2.97899,3.05538,-0.160652,3.1256,3.04898,-0.0208771,3.23192,3.05035,0.903121,2.95922,3.05378,130.049,3.28838,3.37584,62.3434,3.30736,3.37727,-0.160652,3.44068,3.37146,-0.0208771,3.53976,3.37258,0.903121,3.28838,3.37584,All
131.067,1.50267,1.58616,62.6667,1.62359,1.64482,-0.153486,1.73334,1.56039,-0.016033,1.71524,1.63407,0.910185,1.50267,1.58616,131.067,1.39662,1.68272,62.6667,1.55176,1.66496,-0.153486,1.4429,1.69422,-0.016033,2.2528,1.66346,0.910185,1.39662,1.68272,131.067,2.96233,3.0538,62.6667,2.98546,3.05701,-0.153486,3.12562,3.04925,-0.016033,3.26907,3.05198,0.910185,2.96233,3.0538,131.067,3.29142,3.37585,62.6667,3.31336,3.37878,-0.153486,3.44087,3.3717,-0.016033,3.5742,3.3741,0.910185,3.29142,3.37585,All
132.084,1.53645,1.59029,62.9899,1.62272,1.64831,-0.14632,1.74457,1.56482,-0.0111888,1.68905,1.63754,0.917249,1.53645,1.59029,132.084,1.42842,1.68126,62.9899,1.58067,1.66536,-0.14632,1.55059,1.69252,-0.0111888,2.02314,1.66407,0.917249,1.42842,1.68126,132.084,2.96543,3.05382,62.9899,2.99193,3.05863,-0.14632,3.12564,3.04952,-0.0111888,3.1798,3.05362,0.917249,2.96543,3.05382,132.084,3.29445,3.37586,62.9899,3.31937,3.38029,-0.14632,3.44106,3.37194,-0.0111888,3.49207,3.37563,0.917249,3.29445,3.37586,All
133.101,1.57023,1.59443,63.3131,1.62186,1.65179,-0.139154,1.70563,1.56924,-0.00634463,1.66286,1.64102,0.924313,1.57023,1.59443,133.101,1.46023,1.67979,63.3131,1.60958,1.66576,-0.139154,1.58941,1.69082,-0.00634463,1.79348,1.66468,0.924313,1.46023,1.67979,133.101,2.96853,3.05383,63.3131,2.9984,3.06025,-0.139154,3.104,3.04979,-0.00634463,3.09053,3.05525,0.924313,2.96853,3.05383,133.101,3.29748,3.37587,63.3131,3.32538,3.3818,-0.139154,3.42126,3.37219,-0.00634463,3.40994,3.37715,0.924313,3.29748,3.37587,All
