standEta_Cl_abscissa,standEta_Cl_cdf,standEta_Q_abscissa,standEta_Q_cdf,standEta_V2_abscissa,standEta_V2_cdf,split
0.0939161,0.434143,0.0230824,0.434286,-0.164132,0.434143,All
0.0939161,0.434286,0.0233112,0.434429,-0.164132,0.434286,All
0.0939452,0.434429,0.0236796,0.434571,-0.163928,0.434429,All
0.0939943,0.434571,0.0238243,0.434714,-0.163898,0.434571,All
0.0939943,0.434714,0.0238381,0.434857,-0.163631,0.434714,All
0.0947039,0.434857,0.0238487,0.435,-0.163085,0.434857,All
0.0951061,0.435,0.023905,0.435143,-0.162149,0.435,All
0.0951817,0.435143,0.0250436,0.435286,-0.16166,0.435143,All
0.0954797,0.435286,0.0250436,0.435429,-0.160756,0.435286,All
0.0954797,0.435429,0.0255339,0.435571,-0.160415,0.435429,All
0.0955575,0.435571,0.0258656,0.435714,-0.160239,0.435571,All
0.095892,0.435714,0.0266112,0.435857,-0.159312,0.435714,All
0.0960865,0.435857,0.0274836,0.436,-0.159312,0.435857,All
0.0961682,0.436,0.0275204,0.436143,-0.159135,0.436,All
0.0963249,0.436143,0.0281697,0.436286,-0.159127,0.436143,All
0.0963663,0.436286,0.0281754,0.436429,-0.158882,0.436286,All
0.0964476,0.436429,0.0282187,0.436571,-0.158882,0.436429,All
0.0968657,0.436571,0.0285189,0.436714,-0.158874,0.436571,All
0.0968821,0.436714,0.0288908,0.436857,-0.158874,0.436714,All
0.0969156,0.436857,0.030227,0.437,-0.158874,0.436857,All
0.0969156,0.437,0.0304549,0.437143,-0.158853,0.437,All
0.0971298,0.437143,0.0309813,0.437286,-0.15847,0.437143,All
0.0971298,0.437286,0.0335115,0.437429,-0.158008,0.437286,All
0.0971397,0.437429,0.0338542,0.437571,-0.157601,0.437429,All
0.0974425,0.437571,0.0340308,0.437714,-0.157464,0.437571,All
0.0975506,0.437714,0.0342128,0.437857,-0.157063,0.437714,All
0.0975522,0.437857,0.0342128,0.438,-0.155985,0.437857,All
0.0979062,0.438,0.0342128,0.438143,-0.155985,0.438,All
0.0979062,0.438143,0.0344993,0.438286,-0.155985,0.438143,All
0.0979062,0.438286,0.0350168,0.438429,-0.155985,0.438286,All
0.0980993,0.438429,0.0350168,0.438571,-0.154399,0.438429,All
0.0981049,0.438571,0.0357057,0.438714,-0.154399,0.438571,All
0.0981049,0.438714,0.0357057,0.438857,-0.153143,0.438714,All
0.0986044,0.438857,0.0357057,0.439,-0.153143,0.438857,All
0.0990199,0.439,0.0357057,0.439143,-0.153143,0.439,All
0.0991508,0.439143,0.0357057,0.439286,-0.153143,0.439143,All
0.0993006,0.439286,0.0364163,0.439429,-0.15301,0.439286,All
0.0994161,0.439429,0.0364163,0.439571,-0.15293,0.439429,All
0.100025,0.439571,0.0370996,0.439714,-0.15293,0.439571,All
0.100039,0.439714,0.0371041,0.439857,-0.152617,0.439714,All
0.100169,0.439857,0.0377714,0.44,-0.152151,0.439857,All
0.100169,0.44,0.0382469,0.440143,-0.151678,0.44,All
0.100913,0.440143,0.0382469,0.440286,-0.150845,0.440143,All
0.101492,0.440286,0.0384874,0.440429,-0.150306,0.440286,All
0.101571,0.440429,0.0398658,0.440571,-0.150263,0.440429,All
0.101571,0.440571,0.0398658,0.440714,-0.149086,0.440571,All
0.101877,0.440714,0.0401916,0.440857,-0.149086,0.440714,All
0.101877,0.440857,0.0404847,0.441,-0.148901,0.440857,All
0.10225,0.441,0.0407685,0.441143,-0.148284,0.441,All
0.102372,0.441143,0.0411037,0.441286,-0.146361,0.441143,All
0.102372,0.441286,0.0411744,0.441429,-0.14626,0.441286,All
0.10253,0.441429,0.0413251,0.441571,-0.146125,0.441429,All
0.102606,0.441571,0.0418992,0.441714,-0.14612,0.441571,All
0.10281,0.441714,0.0427999,0.441857,-0.146107,0.441714,All
0.10315,0.441857,0.0428266,0.442,-0.145098,0.441857,All
0.10315,0.442,0.0431016,0.442143,-0.145098,0.442,All
0.104435,0.442143,0.0431016,0.442286,-0.144219,0.442143,All
0.104692,0.442286,0.0431016,0.442429,-0.144191,0.442286,All
0.105234,0.442429,0.0439538,0.442571,-0.143854,0.442429,All
0.105254,0.442571,0.0439709,0.442714,-0.142021,0.442571,All
0.105254,0.442714,0.0444015,0.442857,-0.142021,0.442714,All
0.105313,0.442857,0.0448891,0.443,-0.141234,0.442857,All
0.105313,0.443,0.0448891,0.443143,-0.141165,0.443,All
0.105325,0.443143,0.0448891,0.443286,-0.140901,0.443143,All
0.105413,0.443286,0.0448891,0.443429,-0.140503,0.443286,All
0.105542,0.443429,0.0448891,0.443571,-0.140062,0.443429,All
0.105889,0.443571,0.0448891,0.443714,-0.139892,0.443571,All
0.105895,0.443714,0.0450861,0.443857,-0.139024,0.443714,All
0.105916,0.443857,0.0451903,0.444,-0.138142,0.443857,All
0.105916,0.444,0.0451903,0.444143,-0.136753,0.444,All
0.105916,0.444143,0.0452495,0.444286,-0.136243,0.444143,All
0.105947,0.444286,0.0453924,0.444429,-0.136072,0.444286,All
0.106205,0.444429,0.0453924,0.444571,-0.136072,0.444429,All
0.106248,0.444571,0.0455441,0.444714,-0.135377,0.444571,All
0.10633,0.444714,0.0455575,0.444857,-0.133515,0.444714,All
0.106393,0.444857,0.0456877,0.445,-0.133515,0.444857,All
0.106393,0.445,0.0459053,0.445143,-0.133314,0.445,All
0.106645,0.445143,0.0459971,0.445286,-0.132251,0.445143,All
0.106968,0.445286,0.0464769,0.445429,-0.132022,0.445286,All
0.106968,0.445429,0.0465675,0.445571,-0.130752,0.445429,All
0.106968,0.445571,0.0469491,0.445714,-0.130093,0.445571,All
0.107037,0.445714,0.047165,0.445857,-0.129511,0.445714,All
0.107243,0.445857,0.0472284,0.446,-0.128827,0.445857,All
0.107832,0.446,0.0475792,0.446143,-0.128282,0.446,All
0.107889,0.446143,0.0475806,0.446286,-0.127906,0.446143,All
0.108309,0.446286,0.0478324,0.446429,-0.127571,0.446286,All
0.10837,0.446429,0.0483852,0.446571,-0.127571,0.446429,All
0.108863,0.446571,0.0484309,0.446714,-0.127551,0.446571,All
0.108863,0.446714,0.0490983,0.446857,-0.127482,0.446714,All
0.110095,0.446857,0.0492495,0.447,-0.127387,0.446857,All
0.110095,0.447,0.049363,0.447143,-0.126762,0.447,All
0.110293,0.447143,0.0496976,0.447286,-0.12668,0.447143,All
0.110293,0.447286,0.0507463,0.447429,-0.125945,0.447286,All
0.110382,0.447429,0.0507716,0.447571,-0.125945,0.447429,All
0.110736,0.447571,0.0508883,0.447714,-0.125736,0.447571,All
0.110749,0.447714,0.0508995,0.447857,-0.124636,0.447714,All
0.111372,0.447857,0.0512697,0.448,-0.123487,0.447857,All
0.111372,0.448,0.0512697,0.448143,-0.123,0.448,All
0.111523,0.448143,0.0512739,0.448286,-0.12204,0.448143,All
0.111538,0.448286,0.0513092,0.448429,-0.12204,0.448286,All
0.111832,0.448429,0.0513249,0.448571,-0.121799,0.448429,All
0.111832,0.448571,0.0516302,0.448714,-0.121565,0.448571,All
0.111832,0.448714,0.0519834,0.448857,-0.120657,0.448714,All
0.111954,0.448857,0.0519845,0.449,-0.120657,0.448857,All
0.112185,0.449,0.0519845,0.449143,-0.1198,0.449,All
0.11222,0.449143,0.0520224,0.449286,-0.118901,0.449143,All
0.112718,0.449286,0.0526322,0.449429,-0.11855,0.449286,All
0.113105,0.449429,0.0529888,0.449571,-0.118528,0.449429,All
0.113106,0.449571,0.0529888,0.449714,-0.117827,0.449571,All
0.114432,0.449714,0.0530928,0.449857,-0.117279,0.449714,All
0.11457,0.449857,0.0530928,0.45,-0.117279,0.449857,All
0.11481,0.45,0.0534043,0.450143,-0.117279,0.45,All
0.11481,0.450143,0.054135,0.450286,-0.117197,0.450143,All
0.114829,0.450286,0.0542219,0.450429,-0.117039,0.450286,All
0.115061,0.450429,0.0544791,0.450571,-0.116923,0.450429,All
0.115429,0.450571,0.0547665,0.450714,-0.116717,0.450571,All
0.115605,0.450714,0.0549829,0.450857,-0.1154,0.450714,All
0.115766,0.450857,0.0554451,0.451,-0.11531,0.450857,All
0.116207,0.451,0.0554829,0.451143,-0.114939,0.451,All
0.116923,0.451143,0.0555412,0.451286,-0.114829,0.451143,All
0.117041,0.451286,0.0558174,0.451429,-0.114499,0.451286,All
0.11705,0.451429,0.0561819,0.451571,-0.114444,0.451429,All
0.11705,0.451571,0.0563769,0.451714,-0.114368,0.451571,All
0.117159,0.451714,0.0563769,0.451857,-0.113826,0.451714,All
0.117223,0.451857,0.0563787,0.452,-0.113688,0.451857,All
0.117381,0.452,0.0569207,0.452143,-0.113363,0.452,All
0.118121,0.452143,0.0574406,0.452286,-0.112685,0.452143,All
0.118225,0.452286,0.0574783,0.452429,-0.112685,0.452286,All
0.118439,0.452429,0.0579926,0.452571,-0.112419,0.452429,All
0.118439,0.452571,0.0581106,0.452714,-0.112419,0.452571,All
0.118439,0.452714,0.0581106,0.452857,-0.112241,0.452714,All
0.118439,0.452857,0.0581907,0.453,-0.112241,0.452857,All
0.118776,0.453,0.0582017,0.453143,-0.110799,0.453,All
0.118965,0.453143,0.0583887,0.453286,-0.108863,0.453143,All
0.118965,0.453286,0.0583887,0.453429,-0.108361,0.453286,All
0.119095,0.453429,0.058563,0.453571,-0.108008,0.453429,All
0.119427,0.453571,0.0588284,0.453714,-0.106811,0.453571,All
0.120255,0.453714,0.0600462,0.453857,-0.106811,0.453714,All
0.120843,0.453857,0.0600462,0.454,-0.106802,0.453857,All
0.121144,0.454,0.0602255,0.454143,-0.106802,0.454,All
0.121181,0.454143,0.0603845,0.454286,-0.106802,0.454143,All
0.121311,0.454286,0.0604595,0.454429,-0.105861,0.454286,All
0.121535,0.454429,0.0605087,0.454571,-0.105737,0.454429,All
0.121635,0.454571,0.0605399,0.454714,-0.105128,0.454571,All
0.121861,0.454714,0.0609415,0.454857,-0.104939,0.454714,All
0.121895,0.454857,0.0610981,0.455,-0.104939,0.454857,All
0.122457,0.455,0.0613588,0.455143,-0.10433,0.455,All
0.122793,0.455143,0.0613588,0.455286,-0.103839,0.455143,All
0.122917,0.455286,0.0614967,0.455429,-0.103164,0.455286,All
0.122917,0.455429,0.0615506,0.455571,-0.102916,0.455429,All
0.123056,0.455571,0.0615968,0.455714,-0.101821,0.455571,All
0.123163,0.455714,0.0615968,0.455857,-0.10145,0.455714,All
0.123163,0.455857,0.0633126,0.456,-0.100626,0.455857,All
0.123163,0.456,0.0635664,0.456143,-0.10051,0.456,All
0.123163,0.456143,0.0637281,0.456286,-0.100143,0.456143,All
0.123215,0.456286,0.0638645,0.456429,-0.0998431,0.456286,All
0.123443,0.456429,0.0638826,0.456571,-0.0998431,0.456429,All
0.123497,0.456571,0.0644432,0.456714,-0.09879,0.456571,All
0.123612,0.456714,0.0645044,0.456857,-0.0984213,0.456714,All
0.123727,0.456857,0.0664386,0.457,-0.0983022,0.456857,All
0.123775,0.457,0.0669445,0.457143,-0.0975353,0.457,All
0.123775,0.457143,0.0669545,0.457286,-0.0972929,0.457143,All
0.123856,0.457286,0.067339,0.457429,-0.0970211,0.457286,All
0.123909,0.457429,0.0673621,0.457571,-0.0967524,0.457429,All
0.124004,0.457571,0.0673621,0.457714,-0.0965673,0.457571,All
0.124012,0.457714,0.0677457,0.457857,-0.0965022,0.457714,All
0.124443,0.457857,0.0678659,0.458,-0.0964528,0.457857,All
0.124517,0.458,0.0680506,0.458143,-0.0964119,0.458,All
0.124558,0.458143,0.0683106,0.458286,-0.0956407,0.458143,All
0.124761,0.458286,0.0683919,0.458429,-0.0956407,0.458286,All
0.124854,0.458429,0.0683931,0.458571,-0.0956407,0.458429,All
0.125144,0.458571,0.0686155,0.458714,-0.0940796,0.458571,All
0.12517,0.458714,0.068959,0.458857,-0.0940796,0.458714,All
0.125896,0.458857,0.068959,0.459,-0.0940262,0.458857,All
0.126192,0.459,0.068959,0.459143,-0.0940262,0.459,All
0.126633,0.459143,0.0690844,0.459286,-0.0935353,0.459143,All
0.126797,0.459286,0.069091,0.459429,-0.0935353,0.459286,All
0.12708,0.459429,0.0691722,0.459571,-0.0932297,0.459429,All
0.127142,0.459571,0.0695949,0.459714,-0.0932297,0.459571,All
0.127283,0.459714,0.069619,0.459857,-0.0930071,0.459714,All
0.127499,0.459857,0.0697767,0.46,-0.0926113,0.459857,All
0.127756,0.46,0.0704137,0.460143,-0.0925865,0.46,All
0.128304,0.460143,0.0707274,0.460286,-0.0925781,0.460143,All
0.128372,0.460286,0.0707274,0.460429,-0.0922661,0.460286,All
0.12841,0.460429,0.0708145,0.460571,-0.0922661,0.460429,All
0.128527,0.460571,0.0712104,0.460714,-0.0922661,0.460571,All
0.128576,0.460714,0.0713319,0.460857,-0.0917139,0.460714,All
0.128592,0.460857,0.0715001,0.461,-0.0914435,0.460857,All
0.128669,0.461,0.0716765,0.461143,-0.0910519,0.461,All
0.128966,0.461143,0.0717525,0.461286,-0.0905661,0.461143,All
0.128974,0.461286,0.0723877,0.461429,-0.0905321,0.461286,All
0.128974,0.461429,0.0724239,0.461571,-0.0904741,0.461429,All
0.128974,0.461571,0.0725932,0.461714,-0.0897369,0.461571,All
0.128974,0.461714,0.0725932,0.461857,-0.0897369,0.461714,All
0.128974,0.461857,0.0725932,0.462,-0.0888753,0.461857,All
0.128974,0.462,0.0725932,0.462143,-0.0886379,0.462,All
0.128974,0.462143,0.0730617,0.462286,-0.0886379,0.462143,All
0.129019,0.462286,0.073147,0.462429,-0.0877192,0.462286,All
0.130198,0.462429,0.073147,0.462571,-0.0877192,0.462429,All
0.130203,0.462571,0.073681,0.462714,-0.087677,0.462571,All
0.130203,0.462714,0.0739421,0.462857,-0.0871321,0.462714,All
0.130348,0.462857,0.0739787,0.463,-0.0852485,0.462857,All
0.130631,0.463,0.0739787,0.463143,-0.0848758,0.463,All
0.130639,0.463143,0.0743692,0.463286,-0.0845113,0.463143,All
0.130941,0.463286,0.0745972,0.463429,-0.0842739,0.463286,All
0.131005,0.463429,0.0747712,0.463571,-0.0840592,0.463429,All
0.131005,0.463571,0.0750686,0.463714,-0.0840554,0.463571,All
0.131373,0.463714,0.0759851,0.463857,-0.0840554,0.463714,All
0.131714,0.463857,0.0774401,0.464,-0.0831302,0.463857,All
0.131714,0.464,0.0781886,0.464143,-0.082564,0.464,All
0.131841,0.464143,0.0784131,0.464286,-0.082083,0.464143,All
0.132008,0.464286,0.079044,0.464429,-0.082083,0.464286,All
0.132759,0.464429,0.0793321,0.464571,-0.0820405,0.464429,All
0.132816,0.464571,0.0793321,0.464714,-0.0800294,0.464571,All
0.132816,0.464714,0.0802028,0.464857,-0.0796488,0.464714,All
0.133799,0.464857,0.0802028,0.465,-0.0796488,0.464857,All
0.133799,0.465,0.0802258,0.465143,-0.0796488,0.465,All
0.133989,0.465143,0.0815794,0.465286,-0.0788962,0.465143,All
0.134102,0.465286,0.0821907,0.465429,-0.0784402,0.465286,All
0.134106,0.465429,0.0822922,0.465571,-0.0779496,0.465429,All
0.134478,0.465571,0.0823492,0.465714,-0.0779143,0.465571,All
0.134642,0.465714,0.0830522,0.465857,-0.077885,0.465714,All
0.13465,0.465857,0.0834468,0.466,-0.077885,0.465857,All
0.135125,0.466,0.0835534,0.466143,-0.0774815,0.466,All
0.135125,0.466143,0.084775,0.466286,-0.0770958,0.466143,All
0.135133,0.466286,0.0852572,0.466429,-0.0764649,0.466286,All
0.135688,0.466429,0.0856866,0.466571,-0.0763585,0.466429,All
0.135761,0.466571,0.0857091,0.466714,-0.0763585,0.466571,All
0.135895,0.466714,0.0861901,0.466857,-0.076099,0.466714,All
0.136187,0.466857,0.0865637,0.467,-0.0759778,0.466857,All
0.136187,0.467,0.0868771,0.467143,-0.0750316,0.467,All
0.136301,0.467143,0.0869624,0.467286,-0.0748364,0.467143,All
0.136301,0.467286,0.0869808,0.467429,-0.0734281,0.467286,All
0.136474,0.467429,0.0869808,0.467571,-0.0732316,0.467429,All
0.136518,0.467571,0.0875249,0.467714,-0.0732316,0.467571,All
0.136734,0.467714,0.0879519,0.467857,-0.0732316,0.467714,All
0.137006,0.467857,0.08809,0.468,-0.0731463,0.467857,All
0.13718,0.468,0.0883891,0.468143,-0.0723536,0.468,All
0.13718,0.468143,0.0887815,0.468286,-0.0721237,0.468143,All
0.13763,0.468286,0.0890267,0.468429,-0.0716457,0.468286,All
0.137914,0.468429,0.0894325,0.468571,-0.071272,0.468429,All
0.138205,0.468571,0.0894726,0.468714,-0.071259,0.468571,All
0.138205,0.468714,0.0897034,0.468857,-0.0691446,0.468714,All
0.138205,0.468857,0.0897327,0.469,-0.0688021,0.468857,All
0.138218,0.469,0.0900908,0.469143,-0.068693,0.469,All
0.138218,0.469143,0.0900908,0.469286,-0.0681776,0.469143,All
0.138305,0.469286,0.0903437,0.469429,-0.0671107,0.469286,All
0.138305,0.469429,0.090391,0.469571,-0.0669468,0.469429,All
0.139062,0.469571,0.0906751,0.469714,-0.0669468,0.469571,All
0.139338,0.469714,0.0906907,0.469857,-0.0667789,0.469714,All
0.139373,0.469857,0.0907697,0.47,-0.0651109,0.469857,All
0.139695,0.47,0.091228,0.470143,-0.0650907,0.47,All
0.139695,0.470143,0.0913404,0.470286,-0.0646405,0.470143,All
0.139695,0.470286,0.0914296,0.470429,-0.0643412,0.470286,All
0.139695,0.470429,0.0914998,0.470571,-0.0640746,0.470429,All
0.139697,0.470571,0.091565,0.470714,-0.0640746,0.470571,All
0.139873,0.470714,0.0917556,0.470857,-0.0635949,0.470714,All
0.139945,0.470857,0.0917556,0.471,-0.0635949,0.470857,All
0.140034,0.471,0.0918577,0.471143,-0.0634498,0.471,All
0.140074,0.471143,0.0921588,0.471286,-0.0625729,0.471143,All
0.141041,0.471286,0.0924347,0.471429,-0.0613143,0.471286,All
0.141097,0.471429,0.0946578,0.471571,-0.0612535,0.471429,All
0.142029,0.471571,0.0953616,0.471714,-0.0612535,0.471571,All
0.142399,0.471714,0.0953616,0.471857,-0.0606338,0.471714,All
0.142597,0.471857,0.095425,0.472,-0.060064,0.471857,All
0.142791,0.472,0.095553,0.472143,-0.0596269,0.472,All
0.142873,0.472143,0.095553,0.472286,-0.0577368,0.472143,All
0.143223,0.472286,0.0956544,0.472429,-0.057121,0.472286,All
0.143282,0.472429,0.0956544,0.472571,-0.0569395,0.472429,All
0.143878,0.472571,0.0961781,0.472714,-0.0556847,0.472571,All
0.143902,0.472714,0.0964244,0.472857,-0.0553422,0.472714,All
0.144018,0.472857,0.0965197,0.473,-0.054699,0.472857,All
0.144018,0.473,0.0968312,0.473143,-0.0546571,0.473,All
0.144018,0.473143,0.0970856,0.473286,-0.0543657,0.473143,All
0.144482,0.473286,0.0970856,0.473429,-0.0541564,0.473286,All
0.144815,0.473429,0.0971517,0.473571,-0.0541564,0.473429,All
0.14525,0.473571,0.0977456,0.473714,-0.054029,0.473571,All
0.145261,0.473714,0.0979735,0.473857,-0.054029,0.473714,All
0.145297,0.473857,0.0981076,0.474,-0.0539567,0.473857,All
0.14633,0.474,0.0981681,0.474143,-0.0538821,0.474,All
0.146668,0.474143,0.0987341,0.474286,-0.0531052,0.474143,All
0.14689,0.474286,0.0987341,0.474429,-0.0531052,0.474286,All
0.146941,0.474429,0.0993893,0.474571,-0.0518749,0.474429,All
0.147041,0.474571,0.100329,0.474714,-0.051033,0.474571,All
0.1472,0.474714,0.100329,0.474857,-0.0505114,0.474714,All
0.1472,0.474857,0.101085,0.475,-0.0505114,0.474857,All
0.147664,0.475,0.101085,0.475143,-0.050187,0.475,All
0.148441,0.475143,0.102636,0.475286,-0.0497262,0.475143,All
0.148441,0.475286,0.102772,0.475429,-0.0491902,0.475286,All
0.148877,0.475429,0.103172,0.475571,-0.0489677,0.475429,All
0.148979,0.475571,0.103283,0.475714,-0.0489677,0.475571,All
0.150128,0.475714,0.103795,0.475857,-0.0484016,0.475714,All
0.150152,0.475857,0.104094,0.476,-0.0483172,0.475857,All
0.150336,0.476,0.10521,0.476143,-0.0483172,0.476,All
0.150428,0.476143,0.105462,0.476286,-0.0481428,0.476143,All
0.150589,0.476286,0.105462,0.476429,-0.0481428,0.476286,All
0.1506,0.476429,0.105495,0.476571,-0.0481428,0.476429,All
0.1506,0.476571,0.105661,0.476714,-0.0478453,0.476571,All
0.1506,0.476714,0.105825,0.476857,-0.0472234,0.476714,All
0.151503,0.476857,0.1062,0.477,-0.046887,0.476857,All
0.152048,0.477,0.107016,0.477143,-0.046829,0.477,All
0.152555,0.477143,0.107157,0.477286,-0.045763,0.477143,All
0.152566,0.477286,0.107307,0.477429,-0.045565,0.477286,All
0.152653,0.477429,0.107342,0.477571,-0.045565,0.477429,All
0.152931,0.477571,0.107448,0.477714,-0.0452746,0.477571,All
0.153176,0.477714,0.107448,0.477857,-0.0449999,0.477714,All
0.15326,0.477857,0.10782,0.478,-0.0448603,0.477857,All
0.153668,0.478,0.108191,0.478143,-0.0448603,0.478,All
0.154388,0.478143,0.108817,0.478286,-0.0448052,0.478143,All
0.154388,0.478286,0.108817,0.478429,-0.0447518,0.478286,All
0.155267,0.478429,0.109634,0.478571,-0.043773,0.478429,All
0.155505,0.478571,0.110947,0.478714,-0.0435146,0.478571,All
0.155505,0.478714,0.110947,0.478857,-0.04267,0.478714,All
0.155906,0.478857,0.110958,0.479,-0.0425551,0.478857,All
0.155906,0.479,0.110967,0.479143,-0.0425551,0.479,All
0.156105,0.479143,0.111115,0.479286,-0.0422313,0.479143,All
0.15651,0.479286,0.111622,0.479429,-0.0421931,0.479286,All
0.156584,0.479429,0.112566,0.479571,-0.0411576,0.479429,All
0.156613,0.479571,0.113217,0.479714,-0.0409888,0.479571,All
0.156613,0.479714,0.113403,0.479857,-0.0407598,0.479714,All
0.156613,0.479857,0.113403,0.48,-0.0405937,0.479857,All
0.156613,0.48,0.113954,0.480143,-0.0402121,0.48,All
0.156892,0.480143,0.113954,0.480286,-0.0402121,0.480143,All
0.156904,0.480286,0.114465,0.480429,-0.0392114,0.480286,All
0.156904,0.480429,0.115046,0.480571,-0.0387279,0.480429,All
0.15744,0.480571,0.115165,0.480714,-0.0385697,0.480571,All
0.157569,0.480714,0.115187,0.480857,-0.0385697,0.480714,All
0.157569,0.480857,0.115272,0.481,-0.0383902,0.480857,All
0.157569,0.481,0.115348,0.481143,-0.0383369,0.481,All
0.157923,0.481143,0.115426,0.481286,-0.0382039,0.481143,All
0.157954,0.481286,0.115496,0.481429,-0.0382039,0.481286,All
0.158258,0.481429,0.115518,0.481571,-0.0381725,0.481429,All
0.158258,0.481571,0.115518,0.481714,-0.038149,0.481571,All
0.158838,0.481714,0.115815,0.481857,-0.038149,0.481714,All
0.158838,0.481857,0.116275,0.482,-0.0376271,0.481857,All
0.158856,0.482,0.116834,0.482143,-0.0375423,0.482,All
0.158856,0.482143,0.117426,0.482286,-0.0374987,0.482143,All
0.158992,0.482286,0.118339,0.482429,-0.0372938,0.482286,All
0.159013,0.482429,0.118384,0.482571,-0.0371601,0.482429,All
0.159238,0.482571,0.118432,0.482714,-0.0365859,0.482571,All
0.159313,0.482714,0.118954,0.482857,-0.0358303,0.482714,All
0.159544,0.482857,0.118954,0.483,-0.0348189,0.482857,All
0.159544,0.483,0.119202,0.483143,-0.0339737,0.483,All
0.159951,0.483143,0.11947,0.483286,-0.0334138,0.483143,All
0.16044,0.483286,0.119656,0.483429,-0.0327169,0.483286,All
0.16044,0.483429,0.120032,0.483571,-0.0325299,0.483429,All
0.160763,0.483571,0.120068,0.483714,-0.0322236,0.483571,All
0.161923,0.483714,0.120068,0.483857,-0.0319095,0.483714,All
0.161923,0.483857,0.120093,0.484,-0.031759,0.483857,All
0.161923,0.484,0.120843,0.484143,-0.0316955,0.484,All
0.161938,0.484143,0.120943,0.484286,-0.0316955,0.484143,All
0.161938,0.484286,0.120943,0.484429,-0.0304661,0.484286,All
0.162291,0.484429,0.121019,0.484571,-0.0296061,0.484429,All
0.162567,0.484571,0.121134,0.484714,-0.0291615,0.484571,All
0.162684,0.484714,0.121923,0.484857,-0.0288984,0.484714,All
0.162708,0.484857,0.121951,0.485,-0.0288554,0.484857,All
0.162708,0.485,0.122366,0.485143,-0.0288424,0.485,All
0.162708,0.485143,0.122646,0.485286,-0.0285492,0.485143,All
0.162802,0.485286,0.123134,0.485429,-0.0285291,0.485286,All
0.162893,0.485429,0.123467,0.485571,-0.0275692,0.485429,All
0.162935,0.485571,0.123491,0.485714,-0.0272304,0.485571,All
0.163211,0.485714,0.123665,0.485857,-0.0271574,0.485714,All
0.163326,0.485857,0.123701,0.486,-0.0271574,0.485857,All
0.163436,0.486,0.12377,0.486143,-0.0260236,0.486,All
0.16345,0.486143,0.124118,0.486286,-0.0257347,0.486143,All
0.16345,0.486286,0.124762,0.486429,-0.0255757,0.486286,All
0.16345,0.486429,0.124762,0.486571,-0.0248331,0.486429,All
0.163689,0.486571,0.124762,0.486714,-0.0247875,0.486571,All
0.163887,0.486714,0.124762,0.486857,-0.0238364,0.486714,All
0.164018,0.486857,0.124848,0.487,-0.0232751,0.486857,All
0.164579,0.487,0.124848,0.487143,-0.0229939,0.487,All
0.164884,0.487143,0.125295,0.487286,-0.0228299,0.487143,All
0.164994,0.487286,0.1255,0.487429,-0.0224918,0.487286,All
0.165069,0.487429,0.1255,0.487571,-0.0220697,0.487429,All
0.165069,0.487571,0.125637,0.487714,-0.0220697,0.487571,All
0.165069,0.487714,0.125798,0.487857,-0.0220388,0.487714,All
0.165069,0.487857,0.126129,0.488,-0.0209354,0.487857,All
0.165069,0.488,0.126136,0.488143,-0.0195205,0.488,All
0.165275,0.488143,0.12671,0.488286,-0.0194048,0.488143,All
0.165816,0.488286,0.127547,0.488429,-0.0194048,0.488286,All
0.165816,0.488429,0.127572,0.488571,-0.0192882,0.488429,All
0.166229,0.488571,0.127752,0.488714,-0.0191086,0.488571,All
0.16664,0.488714,0.127752,0.488857,-0.0188949,0.488714,All
0.16664,0.488857,0.127752,0.489,-0.0184777,0.488857,All
0.167468,0.489,0.128303,0.489143,-0.0175971,0.489,All
0.167557,0.489143,0.128303,0.489286,-0.0168712,0.489143,All
0.167557,0.489286,0.128428,0.489429,-0.0164901,0.489286,All
0.167876,0.489429,0.128532,0.489571,-0.0164901,0.489429,All
0.167876,0.489571,0.128532,0.489714,-0.0160804,0.489571,All
0.16817,0.489714,0.129088,0.489857,-0.0153294,0.489714,All
0.168592,0.489857,0.129088,0.49,-0.0142636,0.489857,All
0.168722,0.49,0.129418,0.490143,-0.0140881,0.49,All
0.168745,0.490143,0.129615,0.490286,-0.0139996,0.490143,All
0.16887,0.490286,0.129665,0.490429,-0.0133514,0.490286,All
0.168911,0.490429,0.130114,0.490571,-0.013056,0.490429,All
0.169133,0.490571,0.130114,0.490714,-0.013056,0.490571,All
0.169627,0.490714,0.130114,0.490857,-0.0129785,0.490714,All
0.169712,0.490857,0.130669,0.491,-0.011827,0.490857,All
0.169739,0.491,0.131135,0.491143,-0.011827,0.491,All
0.169739,0.491143,0.132178,0.491286,-0.0113063,0.491143,All
0.169955,0.491286,0.132477,0.491429,-0.0113063,0.491286,All
0.170178,0.491429,0.132884,0.491571,-0.0112993,0.491429,All
0.170484,0.491571,0.133617,0.491714,-0.0105397,0.491571,All
0.17074,0.491714,0.134189,0.491857,-0.0103826,0.491714,All
0.17074,0.491857,0.134677,0.492,-0.0103826,0.491857,All
0.17074,0.492,0.134779,0.492143,-0.0103431,0.492,All
0.171039,0.492143,0.134779,0.492286,-0.00992647,0.492143,All
0.17134,0.492286,0.134831,0.492429,-0.00971382,0.492286,All
0.171603,0.492429,0.134976,0.492571,-0.00955597,0.492429,All
0.172022,0.492571,0.134993,0.492714,-0.00916788,0.492571,All
0.17229,0.492714,0.135098,0.492857,-0.00916788,0.492714,All
