rep,ID,eta_fi_simulated,eta_Cl_simulated,eta_V1_simulated,eta_Q_simulated,eta_V2_simulated,split,color,filter
1,13,0.266188,0.0261799,-0.0984116,0.361984,0.395189,All,#4682B4,0
2,13,0.205075,0.00214813,0.17183,0.0794214,0.22871,All,#4682B4,0
3,13,0.288441,0.0490049,0.111006,0.169108,0.741642,All,#4682B4,0
4,13,0.277494,0.024209,0.0600385,0.288149,0.647787,All,#4682B4,0
5,13,0.239387,-0.00892215,0.084611,-0.273484,0.582655,All,#4682B4,0
6,13,0.241894,0.0244397,-0.0163476,0.192064,0.0906215,All,#4682B4,0
7,13,0.246734,-0.0252143,0.123371,-0.191892,0.620091,All,#4682B4,0
8,13,0.25731,-0.00737804,0.076925,0.0758778,1.39824,All,#4682B4,0
9,13,0.0808301,-0.01445,-0.0502288,-0.0274093,0.624992,All,#4682B4,0
0,14,-0.176731,0.20456,-0.134282,0.252039,-0.700238,All,#4682B4,0
1,14,-0.0594189,0.169395,0.0400839,0.438537,-2.33155,All,#4682B4,0
2,14,-0.124156,0.106412,-0.00268814,-0.246274,-1.27301,All,#4682B4,0
3,14,-0.0557562,0.125586,-0.0979691,-0.0408945,-1.21759,All,#4682B4,0
4,14,-0.104561,0.17923,-0.167359,-0.126662,-1.70673,All,#4682B4,0
5,14,0.00698827,0.125305,0.0511045,-0.282247,-0.155268,All,#4682B4,0
6,14,-0.0965837,0.105018,-0.135213,0.608184,-1.58182,All,#4682B4,0
7,14,-0.0210656,0.296001,-0.00577193,-0.663859,-1.55599,All,#4682B4,0
8,14,-0.0889932,0.150844,-0.248362,0.29932,-0.821332,All,#4682B4,0
9,14,-0.145767,0.0652952,-0.157265,-0.146846,-1.52667,All,#4682B4,0
