iteration,convergenceIndicator,phase,Cl_pop,V_pop,a,omega_Cl,omega_V
68,431.356,1,10.8887,62.7857,3.117,0.247992,0.02834
69,435.595,1,11.0546,62.6523,3.13039,0.259603,0.0305843
70,430.73,1,11.1595,62.5863,3.09848,0.239205,0.0299296
71,427.307,1,11.0431,62.6267,3.07071,0.236435,0.0285021
72,427.469,1,11.0242,62.6155,3.04268,0.237313,0.0304154
73,425.533,1,11.0734,62.4877,3.08333,0.237784,0.0272044
74,422.972,1,10.9797,62.444,3.12516,0.233704,0.0243323
75,420.504,1,10.8409,62.7438,3.04642,0.233788,0.0238726
76,421.194,1,11.0266,62.9997,3.07513,0.243917,0.0219911
77,418.327,1,10.897,63.0038,3.05123,0.234532,0.0217798
78,422.412,1,10.7859,62.7005,3.14745,0.209772,0.0230003
79,422.865,1,10.7876,62.6171,3.12674,0.227739,0.0223051
80,420.324,1,10.9073,62.1818,3.13893,0.244265,0.0199503
81,423.656,1,10.98,62.3517,3.21994,0.225823,0.0189176
82,423.199,1,10.9311,62.5712,3.19478,0.231464,0.0191615
83,417.443,1,11.084,62.5989,3.12707,0.23436,0.0178457
84,414.212,1,11.0423,62.7997,3.15998,0.24515,0.0159617
85,414.522,1,10.9917,62.7889,3.13166,0.233304,0.0159892
86,415.208,1,10.8666,62.7701,3.08102,0.230956,0.0185101
87,414.526,1,10.9595,62.688,3.08906,0.241206,0.0169908
88,412.241,1,10.9385,62.4944,3.03004,0.24862,0.0173407
89,412.464,1,11.0474,62.5962,3.05946,0.240692,0.0168978
90,412.351,1,11.0106,62.5224,3.08433,0.232317,0.0164949
91,412.907,1,10.974,62.6799,3.12886,0.226831,0.0156194
92,415.62,1,11.0318,62.679,3.177,0.241443,0.0145602
93,403.5,1,11.0072,62.4154,3.07487,0.242995,0.0130231
94,406.44,1,10.875,62.4513,3.10948,0.248872,0.0117918
95,405.822,1,10.9046,62.3903,3.09199,0.224593,0.0132855
96,401.447,1,11.0484,62.3042,3.09697,0.237191,0.0118829
97,408.223,1,10.916,62.4096,3.16407,0.227803,0.0121854
98,408.759,1,10.9207,62.6781,3.10102,0.227625,0.01427
99,410.146,1,11.0091,62.4765,3.09204,0.238552,0.0145956
100,406.015,1,11.0967,62.3919,3.06451,0.231503,0.0137974
101,407.84,1,10.7908,62.1892,3.14135,0.212106,0.0135632
102,410.48,1,10.9375,62.1381,3.14225,0.229576,0.0137426
103,414.476,1,10.7825,62.0721,3.21212,0.225518,0.0138775
104,408.343,1,10.917,62.1833,3.12058,0.243792,0.0125735
105,409.978,1,10.9836,62.2563,3.11363,0.240179,0.0137384
106,416.39,1,11.2505,62.4325,3.20169,0.242832,0.014111
107,412.011,1,11.0862,62.291,3.13239,0.243206,0.0140004
108,410.564,1,11.0003,62.3919,3.08265,0.240156,0.015026
109,408.447,1,11.0414,62.4404,3.0949,0.2577,0.0134396
110,415.506,1,11.1413,62.2796,3.15847,0.259024,0.01407
111,411.005,1,10.7502,62.2718,3.14027,0.236891,0.0136296
112,406.318,1,10.8971,62.4121,3.05694,0.235702,0.0139336
113,408.463,1,11.0351,62.3506,3.13668,0.228927,0.0129812
114,410.129,1,10.9841,62.3082,3.07734,0.239292,0.0150242
115,410.555,1,10.8879,62.1845,3.11367,0.239001,0.0140925
116,410.252,1,11.1912,62.4194,3.08471,0.24452,0.0145277
117,416.204,1,11.112,62.4057,3.13044,0.238101,0.0166819
118,410.077,1,11.0547,62.2986,3.06939,0.242505,0.0150625
119,408.787,1,10.9622,62.0341,3.05451,0.232585,0.0155062
120,416.009,1,11.0868,62.1432,3.11932,0.23826,0.0169641
121,416.388,1,11.0719,62.3299,3.13032,0.225594,0.0177273
122,414.235,1,11.0453,62.2278,3.10407,0.235299,0.0166736
123,406.582,1,11.0596,62.3827,3.01749,0.235779,0.0153705
124,411.546,1,10.7644,62.2283,3.12076,0.230836,0.014882
125,412.323,1,10.8966,62.3135,3.19115,0.217227,0.013954
126,409.832,1,10.8749,62.4145,3.10267,0.236847,0.0141986
127,414.812,1,10.9296,62.4095,3.21346,0.224347,0.0140779
128,409.159,1,10.864,62.2213,3.13803,0.227418,0.0133563
129,412.631,1,11.0067,62.2045,3.13162,0.246606,0.0141401
130,410.527,1,10.89,62.2775,3.07705,0.252941,0.0144266
131,411.006,1,10.86,62.3329,3.11411,0.232956,0.0146783
132,414.715,1,11.3078,62.3772,3.15976,0.25195,0.0140226
133,411.595,1,10.9974,62.4533,3.12737,0.228493,0.0148445
134,414.792,1,10.7836,62.4084,3.12554,0.232026,0.0164524
135,416.369,1,10.9181,62.6547,3.20267,0.225671,0.0151411
136,412.427,1,10.8882,62.5892,3.08759,0.251345,0.0151772
137,418.468,1,11.1261,62.3239,3.13422,0.248401,0.0171937
138,416.668,1,10.86,62.315,3.14011,0.240548,0.0164365
139,416.862,1,10.6992,62.4046,3.12471,0.23738,0.0173468
140,416.864,1,11.003,62.6344,3.07672,0.249962,0.0183196
141,416.567,1,10.923,62.3751,3.11656,0.235983,0.0175782
142,417.294,1,10.8615,62.442,3.13785,0.223773,0.0181578
143,414.597,1,11.0219,62.7145,3.1311,0.230809,0.0162408
144,416.48,1,11.3243,62.7037,3.11332,0.256233,0.0162549
145,415.005,1,11.1603,62.5034,3.17524,0.237594,0.0145388
146,414.136,1,11.2011,62.6663,3.16879,0.241418,0.0140569
147,413.932,1,10.7622,62.7316,3.23819,0.237962,0.0125729
148,409.489,1,11.1589,62.6619,3.10284,0.246193,0.0134881
149,409.49,1,10.8799,62.577,3.09596,0.238194,0.0141552
150,408.32,1,10.9896,62.5631,3.1121,0.240069,0.0129984
151,400.331,1,10.9645,62.6632,3.03537,0.229113,0.0121505
152,402.069,1,10.9284,62.6114,3.02088,0.242039,0.0126464
153,412.135,1,10.8531,62.6259,3.13621,0.240724,0.014089
154,411.475,1,10.7751,62.6482,3.12971,0.231418,0.0145192
155,408.832,1,10.9873,62.6359,3.05126,0.23427,0.0155325
156,410.451,1,10.9393,62.6345,3.06794,0.247572,0.0150013
157,409.752,1,10.9807,62.4322,3.0712,0.23583,0.0152482
158,407.25,1,11.0732,62.3623,3.0464,0.241605,0.0143897
159,411.029,1,10.9401,62.3885,3.08613,0.249762,0.014577
160,412.675,1,10.9171,62.2219,3.0925,0.249673,0.0152479
161,414.458,1,10.8949,62.1091,3.06546,0.250872,0.0171768
162,411.832,1,10.9664,62.0987,3.07457,0.233121,0.0164907
163,419.741,1,11.2162,62.1853,3.18874,0.247342,0.0160549
164,415.434,1,10.9189,62.3755,3.16726,0.222033,0.0160627
165,410.554,1,10.8922,62.3572,3.08197,0.21522,0.0167861
166,413.265,1,11.0726,62.4048,3.0897,0.239153,0.0163588
167,412.454,1,11.086,62.4401,3.14018,0.229377,0.0148261
168,416.888,1,10.9147,62.4716,3.15189,0.232073,0.016736
169,416.092,1,10.9427,62.2926,3.09648,0.227747,0.0187192
170,418.908,1,10.7987,62.3352,3.09932,0.241423,0.019405
171,415.675,1,10.7509,62.1178,3.12785,0.230643,0.0173564
172,421.415,1,11.0727,62.1537,3.16883,0.236452,0.0186121
173,420.446,1,10.9434,61.9985,3.14703,0.230786,0.0193128
174,419.4,1,11.02,62.2027,3.12213,0.229865,0.019725
175,415.459,1,10.8883,62.2006,3.09924,0.218724,0.0189402
176,414.861,1,10.9495,62.2716,3.04794,0.238414,0.0190709
177,417.917,1,11.1266,62.4368,3.05913,0.24107,0.020514
178,422.212,1,11.0063,62.3058,3.13069,0.244456,0.0201256
179,420.533,1,11.0626,62.5743,3.09956,0.257751,0.019252
180,414.802,1,10.7697,62.644,3.10645,0.23054,0.0172913
181,416.668,1,10.9719,62.5505,3.08871,0.242944,0.018225
182,409.586,1,11.0095,62.7803,3.06418,0.229867,0.0163009
183,412.376,1,10.9138,62.6716,3.12087,0.231624,0.0152745
184,409.235,1,10.7909,62.7216,3.14983,0.234047,0.0136619
185,407.91,1,10.9894,62.5952,3.10436,0.25151,0.0124368
186,411.107,1,10.9158,62.6014,3.11847,0.249807,0.0136065
187,407.472,1,10.9493,62.6885,3.0639,0.239034,0.0140958
188,408.788,1,11.1773,62.5923,3.06523,0.252981,0.0139182
189,406.598,1,11.0161,62.6252,3.09553,0.255561,0.0124489
190,410.512,1,11.0888,62.5757,3.08912,0.253452,0.0140086
191,410.667,1,10.9674,62.5573,3.09774,0.253586,0.0138124
192,411.271,1,10.8547,62.3574,3.14531,0.24532,0.0131411
193,413.472,1,11.0111,62.3565,3.10082,0.25673,0.014978
194,409.935,1,10.9894,62.3844,3.08184,0.249038,0.0141939
195,404.267,1,10.98,62.4392,3.05292,0.250076,0.0126954
196,403.87,1,10.9001,62.3598,3.06235,0.247885,0.0119932
197,403.713,1,11.1453,62.2233,3.07228,0.261219,0.0110691
198,408.365,1,11.1913,62.1618,3.12502,0.244583,0.0124206
199,408.196,1,11.0037,62.1837,3.0992,0.235654,0.0135641
200,403.685,1,11.0139,62.1555,3.12989,0.219278,0.0121321
201,408.357,1,11.0784,62.1696,3.14916,0.234207,0.0123006
202,410.965,1,10.878,62.0556,3.15017,0.23947,0.013176
203,412.873,1,10.7139,61.9981,3.15938,0.235364,0.0140667
204,412.435,1,10.9675,62.0619,3.18759,0.239865,0.0127849
205,408.984,1,10.8274,61.9627,3.15089,0.225158,0.0130356
206,406.67,1,10.8757,62.0147,3.07901,0.239342,0.0132261
207,407.407,1,10.8272,62.0269,3.09225,0.237157,0.0133066
208,406.382,1,10.8371,61.8897,3.07781,0.239607,0.0131114
209,410.975,1,11.0788,61.9511,3.1199,0.247222,0.0136411
210,408.312,1,11.0616,61.9772,3.13295,0.244101,0.0122077
211,417.996,1,11.5312,62.02,3.19239,0.258145,0.0143409
212,420.822,1,11.3399,61.9226,3.21999,0.247366,0.0156062
213,416.627,1,11.0121,61.8847,3.14224,0.23276,0.0168833
214,410.133,1,10.9492,61.9598,3.09902,0.225546,0.0151931
215,408.948,1,10.967,61.8304,3.03322,0.234344,0.0162389
216,411.433,1,10.9162,61.883,3.08752,0.217333,0.0169432
217,412.995,1,10.9548,61.885,3.09193,0.233074,0.0165424
218,413.082,1,11.0579,61.8543,3.12522,0.23742,0.0151367
219,403.448,1,10.8515,61.9471,3.03066,0.238212,0.0135387
220,410.804,1,11.1128,61.8296,3.09381,0.242547,0.0146389
221,410.838,1,10.8726,61.8843,3.08893,0.248975,0.0144333
222,413.529,1,10.874,61.9127,3.19097,0.239645,0.01321
223,413.82,1,11.0663,61.8561,3.1579,0.234522,0.0146497
224,409.988,1,10.9984,61.8151,3.15659,0.230481,0.0131031
225,415.088,1,10.875,61.7408,3.18547,0.225884,0.0149938
226,409.293,1,10.9919,61.648,3.05389,0.251175,0.0146407
227,413.654,1,10.8234,61.5799,3.12842,0.236461,0.015403
228,412.608,1,11.1281,61.5644,3.11132,0.237791,0.0153205
229,410.44,1,11.0734,61.7058,3.10306,0.231483,0.0148335
230,408.097,1,10.9088,61.767,3.04523,0.223051,0.0161083
231,416.701,1,11.082,61.3967,3.0857,0.256075,0.0174264
232,415.727,1,10.9856,61.332,3.11234,0.250274,0.016235
233,415.651,1,10.9879,61.2824,3.06145,0.245279,0.0184983
234,409.788,1,11.0047,61.4913,3.02526,0.242738,0.0165454
235,412.168,1,10.8647,61.746,3.09452,0.248588,0.0149719
236,410.202,1,10.9766,61.7828,3.0671,0.250934,0.0146969
237,408.181,1,10.9045,61.7639,3.05511,0.247178,0.0142589
238,405.698,1,11.0281,62.0622,3.06498,0.249388,0.0127535
239,401.59,1,10.8651,62.0877,3.06125,0.233661,0.0117569
240,402.71,1,11.2234,62.0297,3.07464,0.254013,0.0109245
241,403.175,1,11.0888,62.1367,3.05861,0.242833,0.0120429
242,400.125,1,10.8758,62.1214,3.02161,0.229438,0.0124256
243,398.248,1,10.868,61.9946,2.99587,0.235076,0.0120265
244,407.916,1,10.7621,61.9305,3.11076,0.235821,0.0130814
245,409.111,1,10.9573,61.9508,3.07133,0.244891,0.0143477
246,411.624,1,11.0133,61.6461,3.11481,0.235109,0.0148457
247,414.167,1,10.821,61.6304,3.10934,0.242503,0.0159527
248,410.405,1,10.7261,61.6132,3.1032,0.238283,0.0143876
249,417.436,1,10.7135,61.7403,3.14389,0.238517,0.0168977
250,410.035,1,10.8443,61.6808,3.09553,0.231873,0.0151137
251,413.858,1,10.9493,61.6608,3.11234,0.23229,0.0163626
252,411.554,1,10.9247,61.6854,3.12954,0.238301,0.0146352
253,412.628,1,10.8436,61.6985,3.09851,0.238561,0.0157207
254,415.111,1,11.1583,61.617,3.10933,0.244648,0.0163548
255,413.697,1,10.9697,61.5367,3.15551,0.227214,0.0151333
256,414.688,1,11.1157,61.4154,3.13305,0.22536,0.0166009
257,416.997,1,10.8509,61.6561,3.14403,0.242481,0.0163577
258,417.402,1,10.9175,61.6942,3.1359,0.228767,0.0179057
259,420.374,1,10.8259,61.6478,3.1392,0.228987,0.0197489
260,412.878,1,10.9564,61.701,3.06139,0.224776,0.0182849
261,418.746,1,11.0831,61.7466,3.15537,0.227377,0.0181156
262,408.302,1,10.8798,61.5797,3.03005,0.232264,0.0162031
263,412.212,1,10.8878,61.5202,3.08176,0.225458,0.0170092
264,413.291,1,10.9098,61.419,3.13074,0.222752,0.0160585
265,408.353,1,10.9725,61.4394,3.07723,0.228529,0.0147688
266,411.987,1,11.1063,61.3934,3.1323,0.243463,0.0139761
267,404.897,1,11.0538,61.5262,3.0545,0.239106,0.0131269
268,404.943,1,10.9642,61.4067,3.06533,0.232236,0.0132129
269,403.119,1,10.8994,61.2497,3.07063,0.229509,0.012379
270,406.095,1,11.0304,61.1561,3.13581,0.233527,0.0117156
271,405.396,1,11.0775,61.3232,3.08838,0.247479,0.0119704
272,412.014,1,11.0496,61.3899,3.0971,0.257017,0.01432
273,408.803,1,11.0195,61.3317,3.05546,0.252788,0.0142446
274,408.755,1,11.0508,61.167,3.11687,0.253541,0.0127407
275,406.902,1,10.8413,61.132,3.1596,0.234323,0.0114102
276,404.144,1,10.9435,61.2031,3.10639,0.24203,0.0112471
277,403.602,1,10.9158,61.1455,3.15754,0.238693,0.0100597
278,396.819,1,10.9753,61.1794,3.1221,0.221428,0.00914185
279,398.049,1,10.97,61.1345,3.08614,0.232351,0.0098563
280,401.124,1,10.9062,61.1091,3.15099,0.232664,0.0095255
281,403.165,1,10.91,61.0239,3.17132,0.23218,0.00982413
282,402.608,1,10.8491,60.9907,3.17397,0.219371,0.010135
283,397.632,1,10.9424,60.9317,3.10681,0.238522,0.00906502
284,400.987,1,10.9418,60.952,3.1318,0.24436,0.00941144
285,400.881,1,10.867,60.8704,3.10201,0.231889,0.0105495
286,398.226,1,10.7193,60.8724,3.08859,0.219265,0.0104538
287,407.481,1,10.9605,60.8715,3.10954,0.255434,0.0119224
288,401.571,1,11.1972,60.777,3.06242,0.268972,0.0106638
289,402.727,1,11.0293,60.6448,3.07782,0.261493,0.0105438
290,404.5,1,11.0446,60.7296,3.10234,0.243228,0.0114368
291,404.657,1,11.0253,60.6419,3.05483,0.236305,0.0131597
292,406.231,1,11.0408,60.4969,3.08238,0.252754,0.0122374
293,400.583,1,11.0131,60.5446,3.07726,0.242326,0.0109454
294,400.876,1,10.8586,60.4784,3.08975,0.227029,0.0110698
295,401.85,1,10.8636,60.3854,3.1372,0.227836,0.0102876
296,399.966,1,10.9052,60.5244,3.12377,0.237385,0.00950694
297,392.998,1,10.9257,60.6506,3.02079,0.224324,0.00987132
298,398.822,1,10.9843,60.6639,3.08628,0.229687,0.0102464
299,403.095,1,10.9692,60.751,3.15426,0.239925,0.00984043
300,403.815,1,10.8768,60.834,3.17532,0.217008,0.0106654
301,396.025,1,10.9831,60.7721,3.12208,0.221709,0.00953947
302,400.075,1,10.885,60.6422,3.15034,0.233599,0.00915161
303,399.16,1,10.9041,60.5587,3.10252,0.231956,0.00990655
304,399.809,1,10.7839,60.5109,3.17982,0.217009,0.00915416
305,396.92,1,11.211,60.5269,3.13845,0.250535,0.00818773
306,394.063,1,11.0543,60.6065,3.09041,0.24486,0.00803515
307,402.515,1,10.9654,60.6849,3.15863,0.245352,0.00933675
308,404.508,1,11.0455,60.6301,3.13308,0.248566,0.0104625
309,399.834,1,10.799,60.7746,3.08465,0.244666,0.0100093
310,398.405,1,11.1042,60.9162,3.02995,0.25432,0.0103445
311,402.177,1,11.182,60.9529,3.0443,0.248623,0.0117217
312,404.217,1,11.0935,60.8812,3.08158,0.245482,0.0117464
313,398.332,1,10.8914,60.9244,3.08846,0.238952,0.0105063
314,406.513,1,11.0097,60.864,3.14282,0.244194,0.0111996
315,406.244,1,10.888,60.7034,3.14058,0.250921,0.010848
316,403.937,1,11.1608,60.8681,3.11087,0.237224,0.0112784
317,405.649,1,11.0531,60.8337,3.15276,0.227719,0.0113957
318,403.085,1,11.3261,60.8279,3.11681,0.252324,0.0101926
319,399.903,1,11.1305,60.9238,3.04949,0.256951,0.0103355
320,402.644,1,11.1695,61.0168,3.0798,0.254527,0.0107526
321,407.384,1,11.1205,60.9422,3.13507,0.257772,0.0111316
322,401.04,1,11.2758,60.94,3.0995,0.252844,0.00995642
323,400.637,1,11.1006,60.9667,3.11516,0.25131,0.00937362
324,408.534,1,10.9683,60.8942,3.24455,0.248013,0.00952666
325,400.152,1,11.1338,60.9346,3.11667,0.235277,0.00980815
326,399.313,1,11.0965,61.0111,3.13861,0.234435,0.00910393
327,408.813,1,10.8083,61.1107,3.23479,0.228417,0.0106654
328,403.261,1,10.8518,61.0823,3.13992,0.234633,0.0104439
329,404.32,1,10.992,61.1468,3.15468,0.22716,0.0108486
330,404.764,1,10.9317,61.1406,3.12986,0.250489,0.010552
331,400.646,1,10.8188,61.1517,3.14866,0.22472,0.00974456
332,397.346,1,11.0237,61.2461,3.1397,0.23149,0.0087158
333,401.66,1,11.194,61.2138,3.16357,0.220257,0.00997999
334,400.564,1,10.9747,61.3426,3.1382,0.225715,0.00989662
335,395.815,1,11.1174,61.2975,3.07567,0.233583,0.00926576
336,393.829,1,11.1491,61.171,3.06889,0.239095,0.00856084
337,393.728,1,10.9646,61.0871,3.09663,0.22927,0.00836348
338,400.518,1,10.7561,60.9682,3.16349,0.224341,0.00940866
339,397.029,1,10.8044,60.9917,3.09909,0.231046,0.0092868
340,396.609,1,10.7338,61.0205,3.1298,0.233748,0.00845141
341,392.601,1,10.8809,61.0462,3.09787,0.231167,0.00794557
342,389.995,1,11.0968,61.0508,3.06355,0.241404,0.00748269
343,388.145,1,11.1777,61.1266,3.06949,0.238939,0.00698323
344,388.187,1,11.2574,61.1303,3.11988,0.242063,0.00624599
345,381.331,1,11.146,61.0282,3.03438,0.255088,0.00558658
346,382.83,1,10.8206,61.0083,3.12505,0.24871,0.00499679
347,376.742,1,11.0359,60.9549,3.08011,0.247332,0.00446926
348,378.99,1,10.8962,60.9373,3.10504,0.225674,0.00492693
349,374.947,1,11.0494,60.921,3.10684,0.234039,0.00440678
350,379.997,1,11.0464,60.9538,3.13927,0.242644,0.00440608
351,388.98,1,10.9239,60.9459,3.20523,0.242269,0.00527396
352,383.37,1,11.0736,60.9272,3.14969,0.23604,0.00499454
353,377.646,1,10.85,60.9479,3.08258,0.236286,0.00471402
354,375.981,1,10.7724,60.9121,3.12131,0.234959,0.00421635
355,371.144,1,10.8565,60.9012,3.10132,0.245651,0.00377122
356,376.543,1,10.9124,60.8906,3.11688,0.239976,0.00413614
357,376.935,1,10.9601,60.8844,3.09048,0.238671,0.00447076
358,380.016,1,11.0216,60.8649,3.11266,0.248951,0.00455567
359,383.159,1,10.9899,60.8952,3.12937,0.238285,0.00513316
360,379.329,1,11.0915,60.8246,3.11043,0.243399,0.00459124
361,377.617,1,10.9177,60.8408,3.10655,0.233797,0.00451312
362,381.257,1,10.819,60.7764,3.17271,0.237537,0.00437808
363,378.726,1,11.0583,60.7552,3.12595,0.242612,0.00433579
364,378.589,1,10.9702,60.7821,3.13446,0.234589,0.00437963
365,373.933,1,11.3238,60.7943,3.10831,0.246966,0.00391726
366,363.108,1,11.1008,60.809,3.07227,0.226953,0.0035037
367,370.44,1,10.9357,60.7853,3.1561,0.223861,0.00327256
368,365.612,1,11.0382,60.744,3.08655,0.229491,0.00313015
369,365.715,1,11.0562,60.7416,3.10198,0.236704,0.00294367
370,366.998,1,10.9901,60.7198,3.17513,0.221895,0.00280179
371,361.395,1,11.086,60.6985,3.05527,0.242254,0.00273524
372,363.797,1,11.2275,60.6804,3.10339,0.250986,0.00258429
373,363.259,1,10.8709,60.6702,3.08314,0.238009,0.002796
374,359.298,1,11.085,60.6623,3.09968,0.236705,0.00250082
375,357.244,1,10.9841,60.6648,3.03267,0.251217,0.00239306
376,352.072,1,10.8203,60.6545,3.07246,0.22598,0.00214042
377,356.57,1,10.8732,60.6636,3.11405,0.220494,0.00221966
378,354.356,1,10.909,60.6637,3.08384,0.224729,0.00215138
379,357.539,1,10.8448,60.6575,3.15498,0.222863,0.00207865
380,358.952,1,10.9727,60.6822,3.17602,0.224201,0.00207641
381,355.433,1,11.0404,60.6944,3.15892,0.239329,0.0018572
382,355.41,1,10.9202,60.7033,3.13084,0.230865,0.00196024
383,354.154,1,10.8915,60.7115,3.07605,0.233463,0.00209194
384,358.311,1,10.9322,60.7078,3.11441,0.224727,0.0023157
385,360.134,1,10.8255,60.725,3.11872,0.219603,0.00250524
386,360.181,1,11.1379,60.7124,3.13266,0.225801,0.00236715
387,362.301,1,11.0801,60.6773,3.13026,0.243442,0.00238075
388,367.08,1,10.9492,60.7066,3.15826,0.230506,0.00280568
389,366.672,1,10.9695,60.6969,3.1256,0.212335,0.00322347
390,365.603,1,10.8679,60.7054,3.10355,0.208851,0.00331133
391,364.505,1,10.7569,60.67,3.1275,0.213585,0.00296175
392,371.36,1,10.8771,60.622,3.16507,0.232636,0.00319163
393,370.405,1,11.0777,60.5862,3.11101,0.238565,0.00338511
394,370.909,1,11.2463,60.5966,3.13289,0.231367,0.00338707
395,371.54,1,10.9686,60.5998,3.12628,0.214651,0.00378847
396,377.717,1,10.9022,60.6254,3.22153,0.223081,0.00369976
397,374.296,1,10.9447,60.5995,3.20068,0.233181,0.00330917
398,369.331,1,11.2123,60.6352,3.12822,0.237178,0.00315513
399,367.261,1,11.1652,60.6428,3.0821,0.231449,0.00332482
400,370.496,1,10.9728,60.635,3.09042,0.223815,0.00378866
401,375.501,1,10.8047,60.6154,3.13522,0.222221,0.00413372
402,370.929,1,10.8678,60.6034,3.08998,0.223151,0.00386279
403,365.566,1,10.8309,60.5502,3.07716,0.218107,0.00345499
404,366.895,1,10.7097,60.5327,3.09483,0.206992,0.00356701
405,366.88,1,10.7086,60.5509,3.05606,0.227253,0.00354045
406,369.566,1,10.8172,60.5647,3.1397,0.223021,0.00329983
407,372.684,1,10.8874,60.5647,3.12604,0.222633,0.00380694
408,377.208,1,10.8706,60.5952,3.18847,0.234753,0.00370551
409,368.146,1,11.0848,60.5835,3.06892,0.250296,0.00331431
410,369.745,1,11.276,60.5894,3.1044,0.265241,0.00301744
411,371.303,1,11.0554,60.5498,3.14974,0.250995,0.00305205
412,366.899,1,11.0766,60.5307,3.08796,0.244481,0.00306686
413,367.748,1,11.1522,60.5262,3.11625,0.238301,0.00304673
