fi_abscissa,fi_cdf,Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,V2_abscissa,V2_cdf,split
0.91787,0.507143,10.6025,0.507143,44.8839,0.507143,15.3215,0.507143,41.6696,0.514286,All
0.91807,0.514286,10.7766,0.514286,44.9075,0.514286,15.4356,0.514286,41.7634,0.521429,All
0.918125,0.521429,10.8257,0.521429,45.051,0.521429,15.579,0.521429,42.2744,0.528571,All
0.921088,0.528571,10.8983,0.528571,45.3276,0.528571,15.62,0.528571,42.4204,0.535714,All
0.927977,0.535714,11.0468,0.535714,45.3334,0.535714,15.6579,0.535714,43.6774,0.542857,All
0.929417,0.542857,11.2133,0.542857,45.3523,0.542857,15.7727,0.542857,44.3403,0.55,All
0.93243,0.55,11.2289,0.55,45.4388,0.55,15.9315,0.55,44.5109,0.557143,All
0.934443,0.557143,11.3562,0.557143,45.6871,0.557143,16.0279,0.557143,45.1072,0.564286,All
0.935124,0.564286,11.4431,0.564286,46.0419,0.564286,16.0284,0.564286,45.1752,0.571429,All
0.937376,0.571429,11.4463,0.571429,46.1031,0.571429,16.0335,0.571429,46.8471,0.578571,All
0.942314,0.578571,11.489,0.578571,46.1863,0.578571,16.0782,0.578571,47.3071,0.585714,All
0.942838,0.585714,11.5193,0.585714,46.6503,0.585714,16.091,0.585714,47.4582,0.592857,All
0.947707,0.592857,11.5304,0.592857,46.7471,0.592857,16.3898,0.592857,49.1718,0.6,All
0.951172,0.6,11.5736,0.6,46.804,0.6,16.413,0.6,49.787,0.607143,All
0.952765,0.607143,11.5886,0.607143,46.9464,0.607143,16.448,0.607143,50.1451,0.614286,All
0.953912,0.614286,11.5916,0.614286,46.965,0.614286,16.6588,0.614286,50.6647,0.621429,All
0.954032,0.621429,11.6642,0.621429,46.9881,0.621429,16.7615,0.621429,51.4489,0.628571,All
0.963224,0.628571,11.6789,0.628571,47.2203,0.628571,16.9808,0.628571,51.4736,0.635714,All
0.963553,0.635714,11.7068,0.635714,47.2373,0.635714,17.137,0.635714,52.0615,0.642857,All
0.966009,0.642857,11.7198,0.642857,47.3226,0.642857,17.2834,0.642857,52.1847,0.65,All
0.973102,0.65,11.7354,0.65,47.6004,0.65,17.506,0.65,52.5927,0.657143,All
0.97419,0.657143,11.7391,0.657143,47.7473,0.657143,17.8877,0.657143,52.8642,0.664286,All
0.98112,0.664286,11.7467,0.664286,47.9109,0.664286,17.9913,0.664286,54.6288,0.671429,All
0.981635,0.671429,11.7468,0.671429,48.0267,0.671429,18.1394,0.671429,54.6717,0.678571,All
0.988427,0.678571,11.9086,0.678571,48.3489,0.678571,18.4091,0.678571,55.193,0.685714,All
0.993014,0.685714,11.9116,0.685714,48.4278,0.685714,18.8609,0.685714,55.9485,0.692857,All
0.99908,0.692857,11.9561,0.692857,48.557,0.692857,18.8969,0.692857,57.0826,0.7,All
1.00769,0.7,11.9589,0.7,48.5604,0.7,19.0545,0.7,57.3962,0.707143,All
1.01742,0.707143,11.9958,0.707143,48.5913,0.707143,19.2506,0.707143,58.0559,0.714286,All
1.01767,0.714286,12.0237,0.714286,48.6586,0.714286,19.4085,0.714286,58.13,0.721429,All
1.02911,0.721429,12.0712,0.721429,48.9351,0.721429,19.4361,0.721429,59.2283,0.728571,All
1.03728,0.728571,12.0771,0.728571,49.0107,0.728571,19.5055,0.728571,60.4026,0.735714,All
1.04561,0.735714,12.0893,0.735714,49.4361,0.735714,19.5469,0.735714,60.6054,0.742857,All
1.0495,0.742857,12.1814,0.742857,49.7594,0.742857,19.5552,0.742857,60.8321,0.75,All
1.05054,0.75,12.208,0.75,49.9163,0.75,19.7319,0.75,61.5775,0.757143,All
1.05279,0.757143,12.2098,0.757143,49.9289,0.757143,19.7961,0.757143,62.4518,0.764286,All
1.06631,0.764286,12.2375,0.764286,50.102,0.764286,19.9142,0.764286,63.968,0.771429,All
1.06949,0.771429,12.2579,0.771429,50.2439,0.771429,20.134,0.771429,65.4728,0.778571,All
1.0695,0.778571,12.2839,0.778571,50.5048,0.778571,20.2657,0.778571,66.9062,0.785714,All
1.07535,0.785714,12.3475,0.785714,50.8691,0.785714,20.3638,0.785714,67.0257,0.792857,All
1.07613,0.792857,12.3536,0.792857,50.9385,0.792857,20.4933,0.792857,67.2662,0.8,All
1.08407,0.8,12.3869,0.8,50.943,0.8,20.575,0.8,70.6283,0.807143,All
1.09267,0.807143,12.4154,0.807143,50.972,0.807143,20.6499,0.807143,71.2051,0.814286,All
1.0934,0.814286,12.4285,0.814286,51.4612,0.814286,20.7583,0.814286,71.4405,0.821429,All
1.0944,0.821429,12.4356,0.821429,51.5879,0.821429,21.076,0.821429,72.0118,0.828571,All
1.09526,0.828571,12.4795,0.828571,52.3408,0.828571,21.1238,0.828571,72.2176,0.835714,All
1.10296,0.835714,12.5293,0.835714,52.7206,0.835714,21.168,0.835714,72.5642,0.842857,All
1.10844,0.842857,12.5803,0.842857,52.7429,0.842857,21.1714,0.842857,72.9615,0.85,All
1.11044,0.85,12.5865,0.85,52.7748,0.85,21.5244,0.85,73.3968,0.857143,All
1.11543,0.857143,12.6989,0.857143,52.877,0.857143,21.6417,0.857143,73.5207,0.864286,All
1.11773,0.864286,12.7802,0.864286,52.9847,0.864286,21.8186,0.864286,74.1656,0.871429,All
1.11796,0.871429,12.7903,0.871429,53.1942,0.871429,21.9322,0.871429,74.53,0.878571,All
1.11919,0.878571,12.8079,0.878571,53.2041,0.878571,22.3542,0.878571,74.6082,0.885714,All
1.12176,0.885714,12.8341,0.885714,53.3949,0.885714,22.4997,0.885714,76.2485,0.892857,All
1.12621,0.892857,12.9233,0.892857,53.4941,0.892857,22.5261,0.892857,78.459,0.9,All
1.13984,0.9,12.9238,0.9,54.2611,0.9,22.967,0.9,78.7281,0.907143,All
1.15826,0.907143,12.9932,0.907143,54.5441,0.907143,23.4995,0.907143,82.4071,0.914286,All
1.16068,0.914286,13.0008,0.914286,54.5474,0.914286,23.5545,0.914286,83.7513,0.921429,All
1.16117,0.921429,13.0081,0.921429,54.7788,0.921429,24.8194,0.921429,83.805,0.928571,All
1.16207,0.928571,13.0901,0.928571,55.0132,0.928571,24.9071,0.928571,84.69,0.935714,All
1.1668,0.935714,13.1535,0.935714,55.6836,0.935714,25.2161,0.935714,87.3059,0.942857,All
1.17525,0.942857,13.1849,0.942857,60.5806,0.942857,25.3362,0.942857,89.6955,0.95,All
1.1792,0.95,13.2822,0.95,63.3722,0.95,27.0097,0.95,90.3842,0.957143,All
1.17977,0.957143,13.422,0.957143,64.3783,0.957143,27.0391,0.957143,95.3562,0.964286,All
1.18972,0.964286,13.47,0.964286,67.6675,0.964286,27.9094,0.964286,96.2217,0.971429,All
1.19954,0.971429,13.573,0.971429,68.0627,0.971429,29.0065,0.971429,98.2307,0.978571,All
1.20325,0.978571,13.7667,0.978571,68.3345,0.978571,30.6609,0.978571,101.359,0.985714,All
1.21373,0.985714,14.0319,0.985714,72.0098,0.985714,30.847,0.985714,144.88,0.992857,All
1.21649,0.992857,14.0717,0.992857,73.2721,0.992857,31.3211,0.992857,161.491,1,All
1.35941,1,14.3642,1,73.692,1,34.3863,1,242.056,1,All
2.24436,1,27.7039,1,108.647,1,46.3557,1,242.056,1,All
