Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression
-0.198888,0.0147254,0.0107419,-0.174838,-0.216958,-0.0814325,-0.44587,-0.266328,0.0958902,-0.174838,0.0203853,-0.141615,-0.44587,-0.170573,-0.119358,-0.198888,0.0419382,-0.0142861
-0.172553,0.020665,0.00988887,-0.162513,-0.201615,-0.0757404,-0.4351,-0.288478,0.0941037,-0.162513,0.00319024,-0.130708,-0.4351,-0.160532,-0.116276,-0.172553,0.0501216,-0.0114662
-0.146218,0.0286394,0.00903584,-0.150188,-0.185341,-0.0700482,-0.424331,-0.30816,0.0923171,-0.150188,-0.0148745,-0.119802,-0.424331,-0.150499,-0.113193,-0.146218,0.0543267,-0.00864627
-0.119883,0.038472,0.00818281,-0.137864,-0.168523,-0.0643561,-0.413562,-0.326671,0.0905305,-0.137864,-0.0324839,-0.108896,-0.413562,-0.140498,-0.110111,-0.119883,0.0547402,-0.00582633
-0.0935473,0.0500395,0.00732978,-0.125539,-0.151616,-0.0586639,-0.402792,-0.338286,0.0887439,-0.125539,-0.0491184,-0.0979898,-0.402792,-0.130759,-0.107028,-0.0935473,0.05067,-0.00300639
-0.067212,0.0619951,0.00647675,-0.113214,-0.134921,-0.0529717,-0.392023,-0.346156,0.0869574,-0.113214,-0.0629139,-0.0870836,-0.392023,-0.121247,-0.103946,-0.067212,0.0449742,-0.000186448
-0.0408767,0.0729942,0.00562373,-0.10089,-0.118527,-0.0472796,-0.381253,-0.350388,0.0851708,-0.10089,-0.0749666,-0.0761775,-0.381253,-0.111973,-0.100863,-0.0408767,0.0375388,0.00263349
-0.0145414,0.0814751,0.0047707,-0.088565,-0.103652,-0.0415874,-0.370484,-0.347681,0.0833842,-0.088565,-0.0797668,-0.0652713,-0.370484,-0.103235,-0.097781,-0.0145414,0.0305767,0.00545343
0.0117939,0.086914,0.00391767,-0.0762404,-0.0892395,-0.0358952,-0.359714,-0.337768,0.0815977,-0.0762404,-0.0826673,-0.0543651,-0.359714,-0.0951683,-0.0946985,0.0117939,0.0250693,0.00827337
0.0381291,0.0871067,0.00306464,-0.0639157,-0.0766692,-0.0302031,-0.348945,-0.322183,0.0798111,-0.0639157,-0.0780768,-0.0434589,-0.348945,-0.0876355,-0.091616,0.0381291,0.0228742,0.0110933
0.0644644,0.0808968,0.00221161,-0.0515911,-0.0645748,-0.0245109,-0.338176,-0.306598,0.0780245,-0.0515911,-0.0678255,-0.0325527,-0.338176,-0.0801026,-0.0885336,0.0644644,0.0253836,0.0139132
0.0907997,0.0681039,0.00135858,-0.0392664,-0.0504219,-0.0188187,-0.327406,-0.291012,0.076238,-0.0392664,-0.056539,-0.0216465,-0.327406,-0.0725698,-0.0854511,0.0907997,0.0330962,0.0167332
0.117135,0.0513864,0.000505555,-0.0269418,-0.0314601,-0.0131266,-0.316637,-0.275427,0.0744514,-0.0269418,-0.047418,-0.0107404,-0.316637,-0.0650369,-0.0823686,0.117135,0.0441521,0.0195531
0.14347,0.0337405,-0.000347474,-0.0146171,-0.00527329,-0.00743442,-0.305867,-0.245797,0.0726648,-0.0146171,-0.0438354,0.000165827,-0.305867,-0.060674,-0.0792861,0.14347,0.056432,0.0223731
0.169806,0.0195318,-0.0012005,-0.00229247,0.0248542,-0.00174226,-0.295098,-0.215977,0.0708783,-0.00229247,-0.0415493,0.011072,-0.295098,-0.056354,-0.0762036,0.169806,0.0669103,0.025193
0.196141,0.00907776,-0.00205353,0.0100322,0.0532974,0.00394991,-0.284329,-0.186156,0.0690917,0.0100322,-0.0330473,0.0219782,-0.284329,-0.052034,-0.0731211,0.196141,0.0751203,0.0280129
0.222476,-0.000785901,-0.00290656,0.0223568,0.0736585,0.00964207,-0.273559,-0.156336,0.0673051,0.0223568,-0.00949413,0.0328844,-0.273559,-0.0477139,-0.0700387,0.222476,0.0829446,0.0308329
0.248811,-0.00583063,-0.00375959,0.0346815,0.081791,0.0153342,-0.26279,-0.126516,0.0655186,0.0346815,0.0335596,0.0437906,-0.26279,-0.0433939,-0.0669562,0.248811,0.0875632,0.0336528
0.275147,-0.00857169,-0.00461262,0.0470061,0.0797251,0.0210264,-0.25202,-0.0966957,0.063732,0.0470061,0.0895664,0.0546967,-0.25202,-0.0390739,-0.0638737,0.275147,0.0903915,0.0364728
0.301482,-0.00982346,-0.00546564,0.0593308,0.0709924,0.0267186,-0.241251,-0.0668754,0.0619454,0.0593308,0.145433,0.0656029,-0.241251,-0.0347538,-0.0607912,0.301482,0.0918283,0.0392927
0.327817,-0.0101716,-0.00631867,0.0716554,0.0617466,0.0324107,-0.230481,-0.0370552,0.0601588,0.0716554,0.187255,0.0765091,-0.230481,-0.0304338,-0.0577087,0.327817,0.0920574,0.0421126
0.354153,-0.0103527,-0.0071717,0.0839801,0.0582374,0.0381029,-0.219712,-0.00723498,0.0583723,0.0839801,0.19529,0.0874153,-0.219712,-0.0261138,-0.0546263,0.354153,0.0913609,0.0449326
0.380488,-0.0109145,-0.00802473,0.0963047,0.0636517,0.043795,-0.208943,0.0225853,0.0565857,0.0963047,0.165089,0.0983215,-0.208943,-0.0217938,-0.0515438,0.380488,0.0901038,0.0477525
0.406823,-0.012526,-0.00887776,0.108629,0.078021,0.0494872,-0.198173,0.0524055,0.0547991,0.108629,0.100523,0.109228,-0.198173,-0.0174737,-0.0484613,0.406823,0.0884254,0.0505725
0.433158,-0.015356,-0.00973079,0.120954,0.0961091,0.0551794,-0.187404,0.0822257,0.0530126,0.120954,0.0268315,0.120134,-0.187404,-0.0131537,-0.0453788,0.433158,0.0864188,0.0533924
0.459494,-0.0188746,-0.0105838,0.133279,0.113047,0.0608715,-0.176634,0.112046,0.051226,0.133279,-0.0344416,0.13104,-0.176634,-0.00883368,-0.0422963,0.459494,0.0842306,0.0562123
0.485829,-0.0232537,-0.0114368,0.145603,0.12333,0.0665637,-0.165865,0.140083,0.0494394,0.145603,-0.0569197,0.141946,-0.165865,-0.00507847,-0.0392138,0.485829,0.0818205,0.0590323
0.512164,-0.0283407,-0.0122899,0.157928,0.124564,0.0722559,-0.155096,0.159905,0.0476529,0.157928,-0.0300583,0.152852,-0.155096,-0.00321986,-0.0361314,0.512164,0.0792359,0.0618522
0.5385,-0.0340752,-0.0131429,0.170253,0.119057,0.077948,-0.144326,0.178798,0.0458663,0.170253,0.0336458,0.163759,-0.144326,-0.0014413,-0.0330489,0.5385,0.0765072,0.0646722
0.564835,-0.039886,-0.0139959,0.182577,0.110242,0.0836402,-0.133557,0.192553,0.0440797,0.182577,0.116095,0.174665,-0.133557,-2.48383e-05,-0.0299664,0.564835,0.073762,0.0674921
0.59117,-0.0460672,-0.014849,0.194902,0.101264,0.0893324,-0.122787,0.204234,0.0422932,0.194902,0.200672,0.185571,-0.122787,0.00124886,-0.0268839,0.59117,0.0709582,0.070312
0.617505,-0.0523161,-0.015702,0.207227,0.0941956,0.0950245,-0.112018,0.210045,0.0405066,0.207227,0.276617,0.196477,-0.112018,0.00218522,-0.0238014,0.617505,0.0681792,0.073132
0.643841,-0.0584697,-0.016555,0.219551,0.0883478,0.100717,-0.101249,0.210804,0.03872,0.219551,0.346899,0.207383,-0.101249,0.00287044,-0.0207189,0.643841,0.0654564,0.0759519
0.670176,-0.0641918,-0.017408,0.231876,0.0842697,0.106409,-0.0904791,0.206214,0.0369334,0.231876,0.408847,0.218289,-0.0904791,0.00331857,-0.0176365,0.670176,0.0629354,0.0787718
0.696511,-0.069914,-0.0182611,0.244201,0.0818591,0.112101,-0.0797097,0.196423,0.0351469,0.244201,0.462743,0.229196,-0.0797097,0.00355532,-0.014554,0.696511,0.0604144,0.0815918
0.722847,-0.0754434,-0.0191141,0.256525,0.0821564,0.117793,-0.0689403,0.180377,0.0333603,0.256525,0.503115,0.240102,-0.0689403,0.00356156,-0.0114715,0.722847,0.0579659,0.0844117
0.749182,-0.0799759,-0.0199671,0.26885,0.0824536,0.123485,-0.0581709,0.157535,0.0315737,0.26885,0.543488,0.251008,-0.0581709,0.00335463,-0.00838902,0.749182,0.0558931,0.0872317
0.775517,-0.0836193,-0.0208202,0.281174,0.0827509,0.129177,-0.0474014,0.12953,0.0297872,0.281174,0.58386,0.261914,-0.0474014,0.00313004,-0.00530654,0.775517,0.0541315,0.0900516
0.801852,-0.0867452,-0.0216732,0.293499,0.0845775,0.13487,-0.036632,0.0999706,0.0280006,0.293499,0.616164,0.27282,-0.036632,0.00352675,-0.00222406,0.801852,0.0525511,0.0928715
0.828188,-0.0888362,-0.0225262,0.305824,0.0880006,0.140562,-0.0258626,0.0737918,0.026214,0.305824,0.639776,0.283727,-0.0258626,0.00531458,0.000858426,0.828188,0.0513237,0.0956915
0.854523,-0.089627,-0.0233792,0.318148,0.0937058,0.146254,-0.0150932,0.0558451,0.0244275,0.318148,0.649521,0.294633,-0.0150932,0.00923629,0.00394091,0.854523,0.0505362,0.0985114
0.880858,-0.0892219,-0.0242323,0.330473,0.099411,0.151946,-0.00432378,0.0497925,0.0226409,0.330473,0.659266,0.305539,-0.00432378,0.0157969,0.00702339,0.880858,0.0501555,0.101331
0.907194,-0.087961,-0.0250853,0.342798,0.105116,0.157638,0.00644564,0.0542045,0.0208543,0.342798,0.669012,0.316445,0.00644564,0.0244371,0.0101059,0.907194,0.0500696,0.104151
0.933529,-0.0846434,-0.0259383,0.355122,0.110822,0.16333,0.0172151,0.0663825,0.0190678,0.355122,0.678757,0.327351,0.0172151,0.0343183,0.0131884,0.933529,0.0507246,0.106971
0.959864,-0.080789,-0.0267914,0.367447,0.116527,0.169023,0.0279845,0.0833281,0.0172812,0.367447,0.688502,0.338258,0.0279845,0.0445684,0.0162708,0.959864,0.0515752,0.109791
0.986199,-0.0769346,-0.0276444,0.379772,0.124,0.174715,0.0387539,0.101714,0.0154946,0.379772,0.684513,0.349164,0.0387539,0.053631,0.0193533,0.986199,0.0524259,0.112611
1.01253,-0.0730802,-0.0284974,0.392096,0.131627,0.180407,0.0495233,0.120137,0.0137081,0.392096,0.679336,0.36007,0.0495233,0.0624938,0.0224358,1.01253,0.0532765,0.115431
1.03887,-0.0692258,-0.0293504,0.404421,0.138788,0.186099,0.0602927,0.134836,0.0119215,0.404421,0.671474,0.370976,0.0602927,0.0689882,0.0255183,1.03887,0.0541271,0.118251
1.06521,-0.0643307,-0.0302035,0.416746,0.14444,0.191791,0.0710621,0.140528,0.0101349,0.416746,0.654899,0.381882,0.0710621,0.0712673,0.0286008,1.06521,0.0553864,0.121071
1.09154,-0.0586059,-0.0310565,0.42907,0.150093,0.197483,0.0818315,0.135537,0.00834835,0.42907,0.638325,0.392788,0.0818315,0.0691045,0.0316832,1.09154,0.0570012,0.123891
1.11788,-0.0526935,-0.0319095,0.441395,0.155745,0.203176,0.092601,0.130547,0.00656178,0.441395,0.621751,0.403695,0.092601,0.0669417,0.0347657,1.11788,0.0587159,0.126711
1.14421,-0.0468162,-0.0327626,0.45372,0.161397,0.208868,0.10337,0.103901,0.00477521,0.45372,0.605177,0.414601,0.10337,0.0567466,0.0378482,1.14421,0.0604868,0.129531
1.17055,-0.0410118,-0.0336156,0.466044,0.16705,0.21456,0.11414,0.0683066,0.00298864,0.466044,0.588603,0.425507,0.11414,0.0443226,0.0409307,1.17055,0.0623745,0.132351
1.19688,-0.0352074,-0.0344686,0.478369,0.172702,0.220252,0.124909,0.0264396,0.00120207,0.478369,0.572029,0.436413,0.124909,0.032539,0.0440132,1.19688,0.0642622,0.135171
1.22322,-0.0294031,-0.0353216,0.490693,0.178354,0.225944,0.135679,-0.0162517,-0.000584495,0.490693,0.555455,0.447319,0.135679,0.0235615,0.0470957,1.22322,0.0661499,0.137991
1.24955,-0.0235987,-0.0361747,0.503018,0.184007,0.231636,0.146448,-0.0553906,-0.00237106,0.503018,0.538881,0.458226,0.146448,0.021387,0.0501781,1.24955,0.0680375,0.140811
1.27589,-0.0178064,-0.0370277,0.515343,0.189659,0.237329,0.157217,-0.0868959,-0.00415763,0.515343,0.522307,0.469132,0.157217,0.0277022,0.0532606,1.27589,0.0699233,0.14363
1.30222,-0.0139969,-0.0378807,0.527667,0.195311,0.243021,0.167987,-0.109728,-0.0059442,0.527667,0.505733,0.480038,0.167987,0.0394065,0.0563431,1.30222,0.0715041,0.14645
1.32856,-0.0101873,-0.0387338,0.539992,0.200964,0.248713,0.178756,-0.123527,-0.00773077,0.539992,0.489159,0.490944,0.178756,0.0515415,0.0594256,1.32856,0.0730848,0.14927
1.35489,-0.00637779,-0.0395868,0.552317,0.206616,0.254405,0.189526,-0.129289,-0.00951734,0.552317,0.472585,0.50185,0.189526,0.0597302,0.0625081,1.35489,0.0746656,0.15209
1.38123,-0.00256825,-0.0404398,0.564641,0.212268,0.260097,0.200295,-0.126521,-0.0113039,0.564641,0.456011,0.512756,0.200295,0.061176,0.0655905,1.38123,0.0762463,0.15491
1.40756,-0.000913799,-0.0412928,0.576966,0.217557,0.265789,0.211065,-0.116989,-0.0130905,0.576966,0.439697,0.523663,0.211065,0.0595852,0.068673,1.40756,0.0773405,0.15773
1.4339,-0.00104837,-0.0421459,0.589291,0.214772,0.271482,0.221834,-0.102821,-0.014877,0.589291,0.43224,0.534569,0.221834,0.0599097,0.0717555,1.4339,0.0780308,0.16055
1.46023,-0.00118293,-0.0429989,0.601615,0.208261,0.277174,0.232603,-0.0859029,-0.0166636,0.601615,0.432131,0.545475,0.232603,0.0660106,0.074838,1.46023,0.0787211,0.16337
1.48657,-0.0013175,-0.0438519,0.61394,0.20175,0.282866,0.243373,-0.0664535,-0.0184502,0.61394,0.432023,0.556381,0.243373,0.0813961,0.0779205,1.48657,0.0794114,0.16619
1.51291,-0.00145207,-0.044705,0.626265,0.19524,0.288558,0.254142,-0.0381592,-0.0202368,0.626265,0.431915,0.567287,0.254142,0.0993709,0.081003,1.51291,0.0801017,0.16901
1.53924,-0.00666375,-0.045558,0.638589,0.188729,0.29425,0.264912,0.00773875,-0.0220233,0.638589,0.431807,0.578194,0.264912,0.110255,0.0840854,1.53924,0.079541,0.17183
1.56558,-0.0122879,-0.046411,0.650914,0.182218,0.299942,0.275681,0.0925631,-0.0238099,0.650914,0.431698,0.5891,0.275681,0.0949424,0.0871679,1.56558,0.0788787,0.17465
1.59191,-0.0179121,-0.047264,0.663239,0.175708,0.305635,0.28645,0.187825,-0.0255965,0.663239,0.43159,0.600006,0.28645,0.0716347,0.0902504,1.59191,0.0782164,0.17747
1.61825,-0.0235363,-0.0481171,0.675563,0.169197,0.311327,0.29722,0.337881,-0.027383,0.675563,0.431482,0.610912,0.29722,0.00416293,0.0933329,1.61825,0.0775541,0.18029
