standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,split
-0.287252,0.407143,-0.0606832,0.407143,-0.244384,0.407143,All
-0.246978,0.414286,-0.0474018,0.414286,-0.229956,0.414286,All
-0.23786,0.421429,-0.0395406,0.421429,-0.208882,0.421429,All
-0.233151,0.428571,-0.011686,0.428571,-0.205777,0.428571,All
-0.223969,0.435714,-0.00903729,0.435714,-0.18802,0.435714,All
-0.186859,0.442857,-0.00571665,0.442857,-0.181862,0.442857,All
-0.150112,0.45,-0.00247639,0.45,-0.166362,0.45,All
-0.123402,0.457143,0.0558019,0.457143,-0.164208,0.457143,All
-0.0408179,0.464286,0.0667079,0.464286,-0.114809,0.464286,All
0.0136248,0.471429,0.0753323,0.471429,-0.107608,0.471429,All
0.0328461,0.478571,0.0961822,0.478571,-0.0631835,0.478571,All
0.0389263,0.485714,0.131465,0.485714,-0.0493004,0.485714,All
0.0514435,0.492857,0.138624,0.492857,-0.0432771,0.492857,All
0.104716,0.5,0.159791,0.5,-0.0347741,0.5,All
0.13373,0.507143,0.175569,0.507143,-0.0253637,0.507143,All
0.135597,0.514286,0.212135,0.514286,-0.0250238,0.514286,All
0.171594,0.521429,0.214133,0.521429,-0.0181935,0.521429,All
0.243873,0.528571,0.22419,0.528571,-0.0147906,0.528571,All
0.383462,0.535714,0.225535,0.535714,0.026533,0.535714,All
0.435047,0.542857,0.227108,0.542857,0.0850505,0.542857,All
0.495601,0.55,0.258142,0.55,0.111379,0.55,All
0.495829,0.557143,0.295645,0.557143,0.120663,0.557143,All
0.533664,0.564286,0.302722,0.564286,0.130218,0.564286,All
0.594465,0.571429,0.317511,0.571429,0.133614,0.571429,All
0.604687,0.578571,0.321984,0.578571,0.139151,0.578571,All
0.621376,0.585714,0.326988,0.585714,0.163914,0.585714,All
0.639183,0.592857,0.359979,0.592857,0.166963,0.592857,All
0.645919,0.6,0.377165,0.6,0.169628,0.6,All
0.685496,0.607143,0.403279,0.607143,0.172485,0.607143,All
0.748224,0.614286,0.404965,0.614286,0.180358,0.614286,All
0.758359,0.621429,0.451046,0.621429,0.182335,0.621429,All
0.774688,0.628571,0.469027,0.628571,0.218016,0.628571,All
0.920066,0.635714,0.47349,0.635714,0.234892,0.635714,All
0.928312,0.642857,0.482056,0.642857,0.243481,0.642857,All
0.93397,0.65,0.483738,0.65,0.267709,0.65,All
0.939783,0.657143,0.490023,0.657143,0.326031,0.657143,All
0.96934,0.664286,0.491352,0.664286,0.326567,0.664286,All
0.974001,0.671429,0.545799,0.671429,0.337496,0.671429,All
0.999388,0.678571,0.567189,0.678571,0.36438,0.678571,All
1.03513,0.685714,0.567202,0.685714,0.382588,0.685714,All
1.04612,0.692857,0.577961,0.692857,0.420158,0.692857,All
1.08069,0.7,0.582697,0.7,0.448528,0.7,All
1.08288,0.707143,0.611087,0.707143,0.455487,0.707143,All
1.10209,0.714286,0.619717,0.714286,0.464483,0.714286,All
1.11042,0.721429,0.635662,0.721429,0.481658,0.721429,All
1.18553,0.728571,0.643836,0.728571,0.482103,0.728571,All
1.21391,0.735714,0.645653,0.735714,0.573556,0.735714,All
1.23598,0.742857,0.647222,0.742857,0.585776,0.742857,All
1.27013,0.75,0.659725,0.75,0.591264,0.75,All
1.27525,0.757143,0.66403,0.757143,0.606253,0.757143,All
1.2782,0.764286,0.697777,0.764286,0.607475,0.764286,All
1.30212,0.771429,0.720291,0.771429,0.616977,0.771429,All
1.30405,0.778571,0.722906,0.778571,0.620048,0.778571,All
1.33835,0.785714,0.723695,0.785714,0.668173,0.785714,All
1.34029,0.792857,0.73881,0.792857,0.730456,0.792857,All
1.34688,0.8,0.762254,0.8,0.74069,0.8,All
1.39366,0.807143,0.771602,0.807143,0.799515,0.807143,All
1.41926,0.814286,0.779808,0.814286,0.807483,0.814286,All
1.43594,0.821429,0.782096,0.821429,0.828283,0.821429,All
1.50976,0.828571,0.79177,0.828571,0.877461,0.828571,All
1.54424,0.835714,0.834064,0.835714,0.880747,0.835714,All
1.5568,0.842857,0.932187,0.842857,0.980882,0.842857,All
1.57749,0.85,0.956619,0.85,1.00568,0.85,All
1.58433,0.857143,0.967142,0.857143,1.01345,0.857143,All
1.60462,0.864286,1.00238,0.864286,1.07208,0.864286,All
1.6515,0.871429,1.00825,0.871429,1.07939,0.871429,All
1.65904,0.878571,1.01606,0.878571,1.14505,0.878571,All
1.68563,0.885714,1.0182,0.885714,1.25467,0.885714,All
1.72593,0.892857,1.03258,0.892857,1.25594,0.892857,All
1.78006,0.9,1.04899,0.9,1.49191,0.9,All
1.79084,0.907143,1.06792,0.907143,1.60757,0.907143,All
1.81583,0.914286,1.08165,0.914286,1.81511,0.914286,All
1.87566,0.921429,1.0983,0.921429,1.81948,0.921429,All
2.71396,0.928571,1.10318,0.928571,1.83896,0.928571,All
2.87864,0.935714,1.12914,0.935714,1.85258,0.935714,All
2.98519,0.942857,1.13291,0.942857,1.86361,0.942857,All
3.04879,0.95,1.1596,0.95,1.86477,0.95,All
3.08807,0.957143,1.18113,0.957143,1.87585,0.957143,All
3.53239,0.964286,1.21308,0.964286,1.92922,0.964286,All
3.62506,0.971429,1.25873,0.971429,1.98383,0.971429,All
3.68619,0.978571,1.55564,0.978571,2.0121,0.978571,All
3.71472,0.985714,1.96474,0.985714,2.19747,0.985714,All
3.82541,0.992857,2.0856,0.992857,2.77867,0.992857,All
4.28341,1,3.12082,1,2.80103,1,All
4.28341,1,4,1,4,1,All
